Question,Tag
Minimum Number of K Consecutive Bit Flips,prefix-sum
Minimum Cost to Merge Stones,prefix-sum
Max Consecutive Ones III,prefix-sum
Number of Submatrices That Sum to Target,prefix-sum
Car Pooling,prefix-sum
Corporate Flight Bookings,prefix-sum
Longest Well-Performing Interval,prefix-sum
Stone Game II,prefix-sum
Can Make Palindrome from Substring,prefix-sum
Get Equal Substrings Within Budget,prefix-sum
Maximum Side Length of a Square with Sum Less than or Equal to Threshold,prefix-sum
XOR Queries of a Subarray,prefix-sum
Matrix Block Sum,prefix-sum
Find the Longest Substring Containing Vowels in Even Counts,prefix-sum
Minimum Value to Get Positive Step by Step Sum,prefix-sum
Build Array Where You Can Find The Maximum Exactly K Comparisons,prefix-sum
Maximum Points You Can Obtain from Cards,prefix-sum
Count Triplets That Can Form Two Arrays of Equal XOR,prefix-sum
Running Sum of 1d Array,prefix-sum
Number of Sub-arrays With Odd Sum,prefix-sum
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,prefix-sum
Sum of All Odd Length Subarrays,prefix-sum
Maximum Sum Obtained of Any Permutation,prefix-sum
Make Sum Divisible by P,prefix-sum
Minimum Operations to Reduce X to Zero,prefix-sum
Minimum Moves to Make Array Complementary,prefix-sum
Delivering Boxes from Storage to Ports,prefix-sum
Minimum Adjacent Swaps for K Consecutive Ones,prefix-sum
Ways to Split Array Into Three Subarrays,prefix-sum
Find the Highest Altitude,prefix-sum
Change Minimum Characters to Satisfy One of Three Conditions,prefix-sum
Find Kth Largest XOR Coordinate Value,prefix-sum
Can You Eat Your Favorite Candy on Your Favorite Day?,prefix-sum
Maximize the Beauty of the Garden,prefix-sum
Maximum XOR for Each Query,prefix-sum
Frequency of the Most Frequent Element,prefix-sum
Maximum Subarray Min-Product,prefix-sum
Sum of Floored Pairs,prefix-sum
Jump Game VII,prefix-sum
Stone Game VIII,prefix-sum
Get Biggest Three Rhombus Sums in a Grid,prefix-sum
Minimum Space Wasted From Packaging,prefix-sum
Check if All the Integers in a Range Are Covered,prefix-sum
Find the Student that Will Replace the Chalk,prefix-sum
Largest Magic Square,prefix-sum
Number of Wonderful Substrings,prefix-sum
Unique Length-3 Palindromic Subsequences,prefix-sum
Describe the Painting,prefix-sum
Widest Pair of Indices With Equal Range Sum,prefix-sum
Find the Middle Index in Array,prefix-sum
Grid Game,prefix-sum
Brightest Position on Street,prefix-sum
Maximize the Confusion of an Exam,prefix-sum
Maximum Number of Ways to Partition an Array,prefix-sum
Plates Between Candles,prefix-sum
Number of Equal Count Substrings,prefix-sum
Substrings That Begin and End With the Same Letter,prefix-sum
Find Good Days to Rob the Bank,prefix-sum
Maximum Fruits Harvested After at Most K Steps,prefix-sum
Intervals Between Identical Elements,prefix-sum
Stamping the Grid,prefix-sum
Count the Hidden Sequences,prefix-sum
Removing Minimum Number of Magic Beans,prefix-sum
Maximize Number of Subsequences in a String,prefix-sum
Minimum White Tiles After Covering With Carpets,prefix-sum
Minimum Health to Beat Game,prefix-sum
Maximum Value of K Coins From Piles,prefix-sum
Maximum Sum Score of Array,prefix-sum
Number of Ways to Select Buildings,prefix-sum
Count Positions on Street With Required Brightness,prefix-sum
Maximum Trailing Zeros in a Cornered Path,prefix-sum
Number of Flowers in Full Bloom,prefix-sum
Minimum Average Difference,prefix-sum
Number of Ways to Split Array,prefix-sum
Maximum White Tiles Covered by a Carpet,prefix-sum
Sum of Total Strength of Wizards,prefix-sum
Count Subarrays With Score Less Than K,prefix-sum
Shifting Letters II,prefix-sum
Maximum Segment Sum After Removals,prefix-sum
Longest Subsequence With Limited Sum,prefix-sum
Minimum Amount of Time to Collect Garbage,prefix-sum
Maximum Number of Robots Within Budget,prefix-sum
Divide Intervals Into Minimum Number of Groups,prefix-sum
Find All Good Indices,prefix-sum
Maximum Sum of an Hourglass,prefix-sum
Range Product Queries of Powers,prefix-sum
Minimize Maximum of Array,prefix-sum
Minimum Cost to Make Array Equal,prefix-sum
Minimum Penalty for a Shop,prefix-sum
Find the Pivot Integer,prefix-sum
Count Subarrays With Median K,prefix-sum
Number of Substrings With Fixed Ratio,prefix-sum
Maximize the Minimum Powered City,prefix-sum
Increment Submatrices by One,prefix-sum
Count Increasing Quadruplets,prefix-sum
Count Vowel Strings in Ranges,prefix-sum
Left and Right Sum Differences,prefix-sum
Rearrange Array to Maximize Prefix Score,prefix-sum
Count the Number of Beautiful Subarrays,prefix-sum
Minimum Operations to Make All Array Elements Equal,prefix-sum
Sum of Distances,prefix-sum
Find the Score of All Prefixes of an Array,prefix-sum
Maximum OR,prefix-sum
Power of Heroes,prefix-sum
Movement of Robots,prefix-sum
Apply Operations to Make All Array Elements Equal to Zero,prefix-sum
Largest Element in an Array after Merge Operations,prefix-sum
