Question,Tag
Activity Participants,database
Number of Trusted Contacts of a Customer,database
Get the Second Most Recent Activity,database
Replace Employee ID With The Unique Identifier,database
Total Sales Amount by Year,database
Capital Gain/Loss,database
Customers Who Bought Products A and B but Not C,database
Top Travellers,database
Find the Quiet Students in All Exams,database
NPV Queries,database
Create a Session Bar Chart,database
Evaluate Boolean Expression,database
Apples & Oranges,database
Active Users,database
Rectangles Area,database
Calculate Salaries,database
Sales by Day of the Week,database
Group Sold Products By The Date,database
Friendly Movies Streamed Last Month,database
Countries You Can Safely Invest In,database
Customer Order Frequency,database
Find Users With Valid E-Mails,database
Patients With a Condition,database
The Most Recent Three Orders,database
Fix Product Name Format,database
The Most Recent Orders for Each Product,database
Bank Account Summary,database
Unique Orders and Customers Per Month,database
Warehouse Manager,database
Customer Who Visited but Did Not Make Any Transactions,database
Bank Account Summary II,database
The Most Frequently Ordered Products for Each Customer,database
Sellers With No Sales,database
Find the Missing IDs,database
All Valid Triplets That Can Represent a Country,database
Percentage of Users Attended a Contest,database
Hopper Company Queries I,database
Hopper Company Queries II,database
Hopper Company Queries III,database
Average Time of Process per Machine,database
Fix Names in a Table,database
Product's Worth Over Invoices,database
Invalid Tweets,database
Daily Leads and Partners,database
Number of Calls Between Two Persons,database
Biggest Window Between Visits,database
Count Apples and Oranges,database
Find Followers Count,database
The Number of Employees Which Report to Each Employee,database
Find Total Time Spent by Each Employee,database
Leetflex Banned Accounts,database
Recyclable and Low Fat Products,database
Find the Subtasks That Did Not Execute,database
Product's Price for Each Store,database
Grand Slam Titles,database
Primary Department for Each Employee,database
Rearrange Products Table,database
Ad-Free Sessions,database
Find Interview Candidates,database
Find Customers With Positive Revenue this Year,database
Maximum Transaction Each Day,database
League Statistics,database
Suspicious Bank Accounts,database
Convert Date Format,database
Orders With Maximum Quantity Above Average,database
Calculate Special Bonus,database
Group Employees of the Same Salary,database
The Latest Login in 2020,database
Page Recommendations II,database
Count Salary Categories,database
Leetcodify Friends Recommendations,database
Leetcodify Similar Friends,database
Confirmation Rate,database
Users That Actively Request Confirmation Messages,database
Strong Friendship,database
All the Pairs With the Maximum Number of Common Followers,database
Employees With Missing Information,database
First and Last Call On the Same Day,database
Employees Whose Manager Left the Company,database
Find Cutoff Score for Each School,database
Count the Number of Experiments,database
The Number of Seniors and Juniors to Join the Company,database
The Number of Seniors and Juniors to Join the Company II,database
Number of Accounts That Did Not Stream,database
Low-Quality Problems,database
Accepted Candidates From the Interviews,database
The Category of Each Member in the Store,database
Account Balance,database
The Winner University,database
The Number of Rich Customers,database
Drop Type 1 Orders for Customers With Type 0 Orders,database
The Airport With the Most Traffic,database
Build the Equation,database
The Number of Passengers in Each Bus I,database
The Number of Passengers in Each Bus II,database
Order Two Columns Independently,database
Longest Winning Streak,database
The Change in Global Rankings,database
Finding the Topic of Each Post,database
The Number of Users That Are Eligible for Discount,database
Users With Two Purchases Within Seven Days,database
The Users That Are Eligible for Discount,database
Number of Times a Driver Was a Passenger,database
Dynamic Pivoting of a Table,database
Dynamic Unpivoting of a Table,database
Products With Three or More Orders in Two Consecutive Years,database
Tasks Count in the Weekend,database
Arrange Table by Gender,database
The First Day of the Maximum Recorded Degree in Each City,database
Product Sales Analysis IV,database
Product Sales Analysis V,database
All the Matches of the League,database
Compute the Rank as a Percentage,database
Number of Unique Subjects Taught by Each Teacher,database
Generate the Invoice,database
Calculate the Influence of Each Salesperson,database
Sort the Olympic Table,database
Change Null Values in a Table to the Previous Value,database
Employees With Deductions,database
Customers With Strictly Increasing Purchases,database
Form a Chemical Bond,database
Merge Overlapping Events in the Same Hall,database
Concatenate the Name and the Profession,database
Find Latest Salaries,database
Count Artist Occurrences On Spotify Ranking List,database
Immediate Food Delivery III,database
Bikes Last Time Used,database
Find Active Users,database
Consecutive Transactions with Increasing Amounts,database
Popularity Percentage,database
Count Occurrences in Text,database
Customers with Maximum Number of Transactions on Consecutive Days,database
Flight Occupancy and Waitlist Analysis,database
