Question,Tag
805. Split Array With Same Average,DP
808. Soup Servings,DP
810. Chalkboard XOR Game,DP
812. Largest Triangle Area,DP
829. Consecutive Numbers Sum,DP
836. Rectangle Overlap,DP
837. New 21 Game,DP
840. Magic Squares In Grid,DP
843. Guess the Word,DP
858. Mirror Reflection,DP
866. Prime Palindrome,DP
869. Reordered Power of 2,DP
877. Stone Game,DP
878. Nth Magical Number,DP
883. Projection Area of 3D Shapes,DP
887. Super Egg Drop,DP
891. Sum of Subsequence Widths,DP
892. Surface Area of 3D Shapes,DP
899. Orderly Queue,DP
902. Numbers At Most N Given Digit Set,DP
906. Super Palindromes,DP
908. Smallest Range I,DP
910. Smallest Range II,DP
913. Cat and Mouse,DP
914. X of a Kind in a Deck of Cards,DP
920. Number of Music Playlists,DP
927. Three Equal Parts,DP
932. Beautiful Array,DP
939. Minimum Area Rectangle,DP
952. Largest Component Size by Common Factor,DP
957. Prison Cells After N Days,DP
963. Minimum Area Rectangle II,DP
964. Least Operators to Express Number,DP
970. Powerful Integers,DP
972. Equal Rational Numbers,DP
973. K Closest Points to Origin,DP
976. Largest Perimeter Triangle,DP
989. Add to Array-Form of Integer,DP
991. Broken Calculator,DP
996. Number of Squareful Arrays,DP
1006. Clumsy Factorial,DP
1012. Numbers With Repeated Digits,DP
1015. Smallest Integer Divisible by K,DP
1017. Convert to Base -2,DP
1025. Divisor Game,DP
1030. Matrix Cells in Distance Order,DP
1033. Moving Stones Until Consecutive,DP
1037. Valid Boomerang,DP
1040. Moving Stones Until Consecutive II,DP
1041. Robot Bounded In Circle,DP
1056. Confusing Number,DP
1058. Minimize Rounding Error to Meet Target,DP
1067. Digit Count in Range,DP
1071. Greatest Common Divisor of Strings,DP
1073. Adding Two Negabinary Numbers,DP
1085. Sum of Digits in the Minimum Number,DP
1088. Confusing Number II,DP
1093. Statistics from a Large Sample,DP
1103. Distribute Candies to People,DP
1104. Path In Zigzag Labelled Binary Tree,DP
1118. Number of Days in a Month,DP
1131. Maximum of Absolute Value Expression,DP
1134. Armstrong Number,DP
1137. N-th Tribonacci Number,DP
1140. Stone Game II,DP
1154. Day of the Year,DP
1175. Prime Arrangements,DP
1180. Count Substrings with Only One Distinct Letter,DP
1185. Day of the Week,DP
1199. Minimum Time to Build Blocks,DP
1201. Ugly Number III,DP
1217. Minimum Cost to Move Chips to The Same Position,DP
1227. Airplane Seat Assignment Probability,DP
1228. Missing Number In Arithmetic Progression,DP
1230. Toss Strange Coins,DP
1232. Check If It Is a Straight Line,DP
1237. Find Positive Integer Solution for a Given Equation,DP
1238. Circular Permutation in Binary Representation,DP
1247. Minimum Swaps to Make Strings Equal,DP
1248. Count Number of Nice Subarrays,DP
1250. Check If It Is a Good Array,DP
1252. Cells with Odd Values in a Matrix,DP
1256. Encode Number,DP
1259. Handshakes That Don't Cross,DP
1266. Minimum Time Visiting All Points,DP
1271. Hexspeak,DP
1276. Number of Burgers with No Waste of Ingredients,DP
1281. Subtract the Product and Sum of Digits of an Integer,DP
1290. Convert Binary Number in a Linked List to Integer,DP
1304. Find N Unique Integers Sum up to Zero,DP
1307. Verbal Arithmetic Puzzle,DP
1317. Convert Integer to the Sum of Two No-Zero Integers,DP
1323. Maximum 69 Number,DP
1330. Reverse Subarray To Maximize Array Value,DP
1342. Number of Steps to Reduce a Number to Zero,DP
1344. Angle Between Hands of a Clock,DP
1352. Product of the Last K Numbers,DP
1359. Count All Valid Pickup and Delivery Options,DP
1360. Number of Days Between Two Dates,DP
1362. Closest Divisors,DP
1390. Four Divisors,DP
1399. Count Largest Group,DP
1401. Circle and Rectangle Overlapping,DP
1406. Stone Game III,DP
1414. Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,DP
1427. Perform String Shifts,DP
1432. Max Difference You Can Get From Changing an Integer,DP
1442. Count Triplets That Can Form Two Arrays of Equal XOR,DP
1447. Simplified Fractions,DP
1453. Maximum Number of Darts Inside of a Circular Dartboard,DP
1467. Probability of a Two Boxes Having The Same Number of Distinct Balls,DP
1478. Allocate Mailboxes,DP
1486. XOR Operation in an Array,DP
1492. The kth Factor of n,DP
1510. Stone Game IV,DP
1512. Number of Good Pairs,DP
1513. Number of Substrings With Only 1s,DP
1515. Best Position for a Service Centre,DP
1518. Water Bottles,DP
1523. Count Odd Numbers in an Interval Range,DP
1524. Number of Sub-arrays With Odd Sum,DP
1538. Guess the Majority in a Hidden Array,DP
1551. Minimum Operations to Make Array Equal,DP
1561. Maximum Number of Coins You Can Get,DP
1563. Stone Game V,DP
1569. Number of Ways to Reorder Array to Get Same BST,DP
1573. Number of Ways to Split a String,DP
1577. Number of Ways Where Square of Number Is Equal to Product of Two Numbers,DP
1588. Sum of All Odd Length Subarrays,DP
1610. Maximum Number of Visible Points,DP
1621. Number of Sets of K Non-Overlapping Line Segments,DP
1622. Fancy Sequence,DP
1627. Graph Connectivity With Threshold,DP
1628. Design an Expression Tree With Evaluate Function,DP
1634. Add Two Polynomials Represented as Linked Lists,DP
1641. Count Sorted Vowel Strings,DP
1643. Kth Smallest Instructions,DP
1648. Sell Diminishing-Valued Colored Balls,DP
1680. Concatenation of Consecutive Binary Numbers,DP
1685. Sum of Absolute Differences in a Sorted Array,DP
1686. Stone Game VI,DP
1688. Count of Matches in Tournament,DP
1690. Stone Game VII,DP
1716. Calculate Money in Leetcode Bank,DP
1728. Cat and Mouse II,DP
1735. Count Ways to Make Array With Product,DP
1739. Building Boxes,DP
1742. Maximum Number of Balls in a Box,DP
1753. Maximum Score From Removing Stones,DP
1759. Count Number of Homogenous Substrings,DP
1766. Tree of Coprimes,DP
1776. Car Fleet II,DP
1780. Check if Number is a Sum of Powers of Three,DP
1799. Maximize Score After N Operations,DP
1806. Minimum Number of Operations to Reinitialize a Permutation,DP
1808. Maximize Number of Nice Divisors,DP
1812. Determine Color of a Chessboard Square,DP
1814. Count Nice Pairs in an Array,DP
1819. Number of Different Subsequences GCDs,DP
1822. Sign of the Product of an Array,DP
1823. Find the Winner of the Circular Game,DP
1828. Queries on Number of Points Inside a Circle,DP
1830. Minimum Number of Operations to Make String Sorted,DP
1835. Find XOR Sum of All Pairs Bitwise AND,DP
1837. Sum of Digits in Base K,DP
1840. Maximum Building Height,DP
1862. Sum of Floored Pairs,DP
1863. Sum of All Subset XOR Totals,DP
1866. Number of Ways to Rearrange Sticks With K Sticks Visible,DP
1872. Stone Game VIII,DP
1878. Get Biggest Three Rhombus Sums in a Grid,DP
1884. Egg Drop With 2 Eggs and N Floors,DP
1896. Minimum Cost to Change the Final Value of Expression,DP
1903. Largest Odd Number in String,DP
1904. The Number of Full Rounds You Have Played,DP
1908. Game of Nim,DP
1916. Count Ways to Build Rooms in an Ant Colony,DP
1922. Count Good Numbers,DP
1924. Erect the Fence II,DP
1925. Count Square Sum Triples,DP
1927. Sum Game,DP
1952. Three Divisors,DP
1954. Minimum Garden Perimeter to Collect Enough Apples,DP
1956. Minimum Time For K Virus Variants to Spread,DP
1969. Minimum Non-Zero Product of the Array Elements,DP
1979. Find Greatest Common Divisor of Array,DP
1994. The Number of Good Subsets,DP
1998. GCD Sort of an Array,DP
1999. Smallest Greater Multiple Made of Two Digits,DP
2001. Number of Pairs of Interchangeable Rectangles,DP
2005. Subtree Removal Game with Fibonacci Tree,DP
2019. The Score of Students Solving Math Expression,DP
2028. Find Missing Observations,DP
2029. Stone Game IX,DP
2033. Minimum Operations to Make a Uni-Value Grid,DP
2038. Remove Colored Pieces if Both Neighbors are the Same Color,DP
2048. Next Greater Numerically Balanced Number,DP
2063. Vowels of All Substrings,DP
2081. Sum of k-Mirror Numbers,DP
2083. Substrings That Begin and End With the Same Letter,DP
2101. Detonate the Maximum Bombs,DP
2110. Number of Smooth Descent Periods of a Stock,DP
2117. Abbreviating the Product of a Range,DP
2119. A Number After a Double Reversal,DP
2125. Number of Laser Beams in a Bank,DP
2128. Remove All Ones With Row and Column Flips,DP
2139. Minimum Moves to Reach Target Score,DP
2147. Number of Ways to Divide a Long Corridor,DP
2152. Minimum Number of Lines to Cover Points,DP
2160. Minimum Sum of Four Digit Number After Splitting Digits,DP
2162. Minimum Cost to Set Cooking Time,DP
2165. Smallest Value of the Rearranged Number,DP
2169. Count Operations to Obtain Zero,DP
2177. Find Three Consecutive Integers That Sum to a Given Number,DP
2178. Maximum Split of Positive Even Integers,DP
2180. Count Integers With Even Digit Sum,DP
2183. Count Array Pairs Divisible by K,DP
2189. Number of Ways to Build House of Cards,DP
2195. Append K Integers With Minimal Sum,DP
2197. Replace Non-Coprime Numbers in Array,DP
2198. Number of Single Divisor Triplets,DP
2217. Find Palindrome With Fixed Length,DP
2221. Find Triangular Sum of an Array,DP
2235. Add Two Integers,DP
2240. Number of Ways to Buy Pens and Pencils,DP
2249. Count Lattice Points Inside a Circle,DP
2266. Count Number of Texts,DP
2269. Find the K-Beauty of a Number,DP
2280. Minimum Lines to Represent a Line Chart,DP
2310. Sum of Numbers With Units Digit K,DP
2317. Maximum XOR After Operations,DP
2333. Minimum Sum of Squared Difference,DP
2338. Count the Number of Ideal Arrays,DP
2344. Minimum Deletions to Make Array Divisible,DP
2348. Number of Zero-Filled Subarrays,DP
2358. Maximum Number of Groups Entering a Competition,DP
2366. Minimum Replacements to Sort the Array,DP
2376. Count Special Integers,DP
2393. Count Strictly Increasing Subarrays,DP
2396. Strictly Palindromic Number,DP
2400. Number of Ways to Reach a Position After Exactly k Steps,DP
2409. Count Days Spent Together,DP
2413. Smallest Even Multiple,DP
2417. Closest Fair Integer,DP
2427. Number of Common Factors,DP
2436. Minimum Split Into Subarrays With GCD Greater Than One,DP
2440. Create Components With Same Value,DP
2442. Count Number of Distinct Integers After Reverse Operations,DP
2443. Sum of Number and Its Reverse,DP
2447. Number of Subarrays With GCD Equal to K,DP
2450. Number of Distinct Binary Strings After Applying Operations,DP
2455. Average Value of Even Numbers That Are Divisible by Three,DP
2457. Minimum Addition to Make Integer Beautiful,DP
2464. Minimum Subarrays in a Valid Split,DP
2469. Convert the Temperature,DP
2470. Number of Subarrays With LCM Equal to K,DP
2481. Minimum Cuts to Divide a Circle,DP
2485. Find the Pivot Integer,DP
2489. Number of Substrings With Fixed Ratio,DP
2495. Number of Subarrays Having Even Product,DP
2505. Bitwise OR of All Subsequence Sums,DP
2507. Smallest Value After Replacing With Sum of Prime Factors,DP
2513. Minimize the Maximum of Two Arrays,DP
2514. Count Anagrams,DP
2520. Count the Digits That Divide a Number,DP
2521. Distinct Prime Factors of Product of Array,DP
2523. Closest Prime Numbers in Range,DP
2524. Maximum Frequency Score of a Subarray,DP
