Question,Tag
Bomb Enemy,matrix
Max Sum of Rectangle No Larger Than K,matrix
Kth Smallest Element in a Sorted Matrix,matrix
Trapping Rain Water II,matrix
Pacific Atlantic Water Flow,matrix
Battleships in a Board,matrix
Valid Word Square,matrix
Construct Quad Tree,matrix
Island Perimeter,matrix
Diagonal Traverse,matrix
Minesweeper,matrix
Lonely Pixel I,matrix
Lonely Pixel II,matrix
01 Matrix,matrix
Longest Line of Consecutive One in Matrix,matrix
Reshape the Matrix,matrix
Maximum Vacation Days,matrix
Image Smoother,matrix
Cut Off Trees for Golf Event,matrix
Max Area of Island,matrix
Candy Crush,matrix
Cherry Pickup,matrix
Contain Virus,matrix
Number Of Corner Rectangles,matrix
Toeplitz Matrix,matrix
Sliding Puzzle,matrix
Swim in Rising Water,matrix
Transform to Chessboard,matrix
Bricks Falling When Hit,matrix
Max Increase to Keep City Skyline,matrix
Making A Large Island,matrix
Flipping an Image,matrix
Image Overlap,matrix
Magic Squares In Grid,matrix
Score After Flipping Matrix,matrix
Shortest Path to Get All Keys,matrix
Transpose Matrix,matrix
Projection Area of 3D Shapes,matrix
Spiral Matrix III,matrix
Surface Area of 3D Shapes,matrix
Snakes and Ladders,matrix
Minimize Malware Spread,matrix
Minimize Malware Spread II,matrix
Minimum Falling Path Sum,matrix
Shortest Bridge,matrix
Unique Paths III,matrix
Rotting Oranges,matrix
Available Captures for Rook,matrix
Number of Enclaves,matrix
Matrix Cells in Distance Order,matrix
Coloring A Border,matrix
Flip Columns For Maximum Number of Equal Rows,matrix
Number of Submatrices That Sum to Target,matrix
Shortest Path in Binary Matrix,matrix
Path With Maximum Minimum Value,matrix
Largest 1-Bordered Square,matrix
As Far from Land as Possible,matrix
Find Smallest Common Element in All Rows,matrix
Minimum Moves to Reach Target with Rotations,matrix
Path with Maximum Gold,matrix
Queens That Can Attack the King,matrix
Reconstruct a 2-Row Binary Matrix,matrix
Number of Closed Islands,matrix
Shift 2D Grid,matrix
Minimum Moves to Move a Box to Their Target Location,matrix
Count Servers that Communicate,matrix
Find Winner on a Tic Tac Toe Game,matrix
Count Square Submatrices with All Ones,matrix
Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,matrix
Minimum Falling Path Sum II,matrix
Maximum Side Length of a Square with Sum Less than or Equal to Threshold,matrix
Shortest Path in a Grid with Obstacles Elimination,matrix
Number of Paths with Max Score,matrix
Matrix Block Sum,matrix
Sort the Matrix Diagonally,matrix
The K Weakest Rows in a Matrix,matrix
Maximum Students Taking Exam,matrix
Count Negative Numbers in a Sorted Matrix,matrix
Minimum Cost to Make at Least One Valid Path in a Grid,matrix
Lucky Numbers in a Matrix,matrix
Check if There is a Valid Path in a Grid,matrix
Leftmost Column with at Least a One,matrix
Find the Kth Smallest Sum of a Matrix With Sorted Rows,matrix
Number of Ways of Cutting a Pizza,matrix
Cherry Pickup II,matrix
Subrectangle Queries,matrix
Count Submatrices With All Ones,matrix
Minimum Swaps to Arrange a Binary Grid,matrix
Detect Cycles in 2D Grid,matrix
Minimum Number of Days to Disconnect Island,matrix
Matrix Diagonal Sum,matrix
Special Positions in a Binary Matrix,matrix
Strange Printer II,matrix
Maximum Non Negative Product in a Matrix,matrix
Minimum Cost to Connect Two Groups of Points,matrix
Find Valid Matrix Given Row and Column Sums,matrix
Path With Minimum Effort,matrix
Rank Transform of a Matrix,matrix
Richest Customer Wealth,matrix
Where Will the Ball Fall,matrix
Largest Submatrix With Rearrangements,matrix
Cat and Mouse II,matrix
Shortest Path to Get Food,matrix
Find Kth Largest XOR Coordinate Value,matrix
Map of Highest Peak,matrix
Maximum Number of Accepted Invitations,matrix
Rotating the Box,matrix
Get Biggest Three Rhombus Sums in a Grid,matrix
Determine Whether Matrix Can Be Obtained By Rotation,matrix
Largest Magic Square,matrix
Find a Peak Element II,matrix
Count Sub Islands,matrix
Cyclically Rotating a Grid,matrix
Nearest Exit from Entrance in Maze,matrix
Check if Move is Legal,matrix
Last Day Where You Can Still Cross,matrix
Maximum Matrix Sum,matrix
Minimize the Difference Between Target and Chosen Elements,matrix
Find All Groups of Farmland,matrix
Grid Game,matrix
Check if Word Can Be Placed In Crossword,matrix
Convert 1D Array Into 2D Array,matrix
Minimum Operations to Make a Uni-Value Grid,matrix
Number of Spaces Cleaning Robot Cleaned,matrix
Minimum Cost Homecoming of a Robot in a Grid,matrix
Count Fertile Pyramids in a Land,matrix
Minimum Operations to Remove Adjacent Ones in Matrix,matrix
Number of Laser Beams in a Bank,matrix
Remove All Ones With Row and Column Flips,matrix
Stamping the Grid,matrix
Check if Every Row and Column Contains All Numbers,matrix
K Highest Ranked Items Within a Price Range,matrix
Remove All Ones With Row and Column Flips II,matrix
Maximum Trailing Zeros in a Cornered Path,matrix
Count Unguarded Cells in the Grid,matrix
Escape the Spreading Fire,matrix
Check if There Is a Valid Parentheses String Path,matrix
Number of People That Can Be Seen in a Grid,matrix
Minimum Obstacle Removal to Reach Corner,matrix
Minimum Path Cost in a Grid,matrix
Check if Matrix Is X-Matrix,matrix
Spiral Matrix IV,matrix
Number of Increasing Paths in a Grid,matrix
Equal Row and Column Pairs,matrix
Minimize Maximum Value in a Grid,matrix
Largest Local Values in a Matrix,matrix
Median of a Row Wise Sorted Matrix,matrix
Build a Matrix With Conditions,matrix
Maximum Rows Covered by Columns,matrix
Maximum Sum of an Hourglass,matrix
Paths in Matrix Whose Sum Is Divisible by K,matrix
Difference Between Ones and Zeros in Row and Column,matrix
Delete Greatest Value in Each Row,matrix
Check if There is a Path With Equal Number of 0's And 1's,matrix
Increment Submatrices by One,matrix
Sort the Students by Their Kth Score,matrix
Disconnect Path in a Binary Matrix by at Most One Flip,matrix
Minimum Time to Visit a Cell In a Grid,matrix
Check Knight Tour Configuration,matrix
Prime In Diagonal,matrix
Find the Width of Columns of a Grid,matrix
Row With Maximum Ones,matrix
Maximum Number of Fish in a Grid,matrix
First Completely Painted Row or Column,matrix
The Knight’s Tour,matrix
Sum in a Matrix,matrix
Maximum Number of Moves in a Grid,matrix
Difference of Number of Distinct Values on Diagonals,matrix
Maximum Strictly Increasing Cells in a Matrix,matrix
Find a Good Subset of the Matrix,matrix
Find the Safest Path in a Grid,matrix
Convert 1D Array Into 2D Array,matrix
Minimum Operations to Make a Uni-Value Grid,matrix
Number of Spaces Cleaning Robot Cleaned,matrix
Minimum Cost Homecoming of a Robot in a Grid,matrix
Count Fertile Pyramids in a Land,matrix
Minimum Operations to Remove Adjacent Ones in Matrix,matrix
Number of Laser Beams in a Bank,matrix
Remove All Ones With Row and Column Flips,matrix
Stamping the Grid,matrix
Check if Every Row and Column Contains All Numbers,matrix
K Highest Ranked Items Within a Price Range,matrix
Remove All Ones With Row and Column Flips II,matrix
Maximum Trailing Zeros in a Cornered Path,matrix
Count Unguarded Cells in the Grid,matrix
Escape the Spreading Fire,matrix
Check if There Is a Valid Parentheses String Path,matrix
Number of People That Can Be Seen in a Grid,matrix
Minimum Obstacle Removal to Reach Corner,matrix
Minimum Path Cost in a Grid,matrix
Check if Matrix Is X-Matrix,matrix
Spiral Matrix IV,matrix
Number of Increasing Paths in a Grid,matrix
Equal Row and Column Pairs,matrix
Minimize Maximum Value in a Grid,matrix
Largest Local Values in a Matrix,matrix
Median of a Row Wise Sorted Matrix,matrix
Build a Matrix With Conditions,matrix
Maximum Rows Covered by Columns,matrix
Maximum Sum of an Hourglass,matrix
Paths in Matrix Whose Sum Is Divisible by K,matrix
Difference Between Ones and Zeros in Row and Column,matrix
Delete Greatest Value in Each Row,matrix
Check if There is a Path With Equal Number of 0's And 1's,matrix
Increment Submatrices by One,matrix
Sort the Students by Their Kth Score,matrix
Disconnect Path in a Binary Matrix by at Most One Flip,matrix
Minimum Time to Visit a Cell In a Grid,matrix
Check Knight Tour Configuration,matrix
Prime In Diagonal,matrix
Find the Width of Columns of a Grid,matrix
Row With Maximum Ones,matrix
Maximum Number of Fish in a Grid,matrix
First Completely Painted Row or Column,matrix
The Knight’s Tour,matrix
Sum in a Matrix,matrix
Maximum Number of Moves in a Grid,matrix
Difference of Number of Distinct Values on Diagonals,matrix
Maximum Strictly Increasing Cells in a Matrix,matrix
Find a Good Subset of the Matrix,matrix
Find the Safest Path in a Grid,matrix
Convert 1D Array Into 2D Array,matrix
Minimum Operations to Make a Uni-Value Grid,matrix
Number of Spaces Cleaning Robot Cleaned,matrix
Minimum Cost Homecoming of a Robot in a Grid,matrix
Count Fertile Pyramids in a Land,matrix
Minimum Operations to Remove Adjacent Ones in Matrix,matrix
Number of Laser Beams in a Bank,matrix
Remove All Ones With Row and Column Flips,matrix
Stamping the Grid,matrix
Check if Every Row and Column Contains All Numbers,matrix
K Highest Ranked Items Within a Price Range,matrix
Remove All Ones With Row and Column Flips II,matrix
Maximum Trailing Zeros in a Cornered Path,matrix
Count Unguarded Cells in the Grid,matrix
Escape the Spreading Fire,matrix
Check if There Is a Valid Parentheses String Path,matrix
Number of People That Can Be Seen in a Grid,matrix
Minimum Obstacle Removal to Reach Corner,matrix
Minimum Path Cost in a Grid,matrix
Check if Matrix Is X-Matrix,matrix
Spiral Matrix IV,matrix
Number of Increasing Paths in a Grid,matrix
Equal Row and Column Pairs,matrix
Minimize Maximum Value in a Grid,matrix
Largest Local Values in a Matrix,matrix
Median of a Row Wise Sorted Matrix,matrix
Build a Matrix With Conditions,matrix
Maximum Rows Covered by Columns,matrix
Maximum Sum of an Hourglass,matrix
Paths in Matrix Whose Sum Is Divisible by K,matrix
Difference Between Ones and Zeros in Row and Column,matrix
Delete Greatest Value in Each Row,matrix
Check if There is a Path With Equal Number of 0's And 1's,matrix
Increment Submatrices by One,matrix
Sort the Students by Their Kth Score,matrix
Disconnect Path in a Binary Matrix by at Most One Flip,matrix
Minimum Time to Visit a Cell In a Grid,matrix
Check Knight Tour Configuration,matrix
Prime In Diagonal,matrix
Find the Width of Columns of a Grid,matrix
Row With Maximum Ones,matrix
Maximum Number of Fish in a Grid,matrix
First Completely Painted Row or Column,matrix
The Knight’s Tour,matrix
Sum in a Matrix,matrix
Maximum Number of Moves in a Grid,matrix
Difference of Number of Distinct Values on Diagonals,matrix
Maximum Strictly Increasing Cells in a Matrix,matrix
Find a Good Subset of the Matrix,matrix
Find the Safest Path in a Grid,matrix
