Question,Tag
244. Shortest Word Distance II,Hash Table
246. Strobogrammatic Number,Hash Table
249. Group Shifted Strings,Hash Table
264. Ugly Number II,Hash Table
266. Palindrome Permutation,Hash Table
267. Palindrome Permutation II,Hash Table
268. Missing Number,Hash Table
288. Unique Word Abbreviation,Hash Table
290. Word Pattern,Hash Table
291. Word Pattern II,Hash Table
299. Bulls and Cows,Hash Table
314. Binary Tree Vertical Order Traversal,Hash Table
325. Maximum Size Subarray Sum Equals k,Hash Table
336. Palindrome Pairs,Hash Table
340. Longest Substring with At Most K Distinct Characters,Hash Table
347. Top K Frequent Elements,Hash Table
348. Design Tic-Tac-Toe,Hash Table
349. Intersection of Two Arrays,Hash Table
350. Intersection of Two Arrays II,Hash Table
355. Design Twitter,Hash Table
356. Line Reflection,Hash Table
358. Rearrange String k Distance Apart,Hash Table
359. Logger Rate Limiter,Hash Table
362. Design Hit Counter,Hash Table
379. Design Phone Directory,Hash Table
380. Insert Delete GetRandom O(1),Hash Table
381. Insert Delete GetRandom O(1) - Duplicates allowed,Hash Table
383. Ransom Note,Hash Table
387. First Unique Character in a String,Hash Table
389. Find the Difference,Hash Table
395. Longest Substring with At Least K Repeating Characters,Hash Table
398. Random Pick Index,Hash Table
409. Longest Palindrome,Hash Table
421. Maximum XOR of Two Numbers in an Array,Hash Table
423. Reconstruct Original Digits from English,Hash Table
424. Longest Repeating Character Replacement,Hash Table
432. All O`one Data Structure,Hash Table
433. Minimum Genetic Mutation,Hash Table
438. Find All Anagrams in a String,Hash Table
442. Find All Duplicates in an Array,Hash Table
447. Number of Boomerangs,Hash Table
448. Find All Numbers Disappeared in an Array,Hash Table
451. Sort Characters By Frequency,Hash Table
454. 4Sum II,Hash Table
457. Circular Array Loop,Hash Table
460. LFU Cache,Hash Table
480. Sliding Window Median,Hash Table
491. Non-decreasing Subsequences,Hash Table
496. Next Greater Element I,Hash Table
500. Keyboard Row,Hash Table
508. Most Frequent Subtree Sum,Hash Table
519. Random Flip Matrix,Hash Table
522. Longest Uncommon Subsequence II,Hash Table
523. Continuous Subarray Sum,Hash Table
525. Contiguous Array,Hash Table
531. Lonely Pixel I,Hash Table
532. K-diff Pairs in an Array,Hash Table
533. Lonely Pixel II,Hash Table
535. Encode and Decode TinyURL,Hash Table
554. Brick Wall,Hash Table
560. Subarray Sum Equals K,Hash Table
567. Permutation in String,Hash Table
575. Distribute Candies,Hash Table
582. Kill Process,Hash Table
588. Design In-Memory File System,Hash Table
594. Longest Harmonious Subsequence,Hash Table
599. Minimum Index Sum of Two Lists,Hash Table
604. Design Compressed String Iterator,Hash Table
609. Find Duplicate File in System,Hash Table
616. Add Bold Tag in String,Hash Table
621. Task Scheduler,Hash Table
632. Smallest Range Covering Elements from K Lists,Hash Table
635. Design Log Storage System,Hash Table
645. Set Mismatch,Hash Table
648. Replace Words,Hash Table
652. Find Duplicate Subtrees,Hash Table
653. Two Sum IV - Input is a BST,Hash Table
659. Split Array into Consecutive Subsequences,Hash Table
676. Implement Magic Dictionary,Hash Table
677. Map Sum Pairs,Hash Table
690. Employee Importance,Hash Table
692. Top K Frequent Words,Hash Table
694. Number of Distinct Islands,Hash Table
697. Degree of an Array,Hash Table
705. Design HashSet,Hash Table
706. Design HashMap,Hash Table
710. Random Pick with Blacklist,Hash Table
711. Number of Distinct Islands II,Hash Table
720. Longest Word in Dictionary,Hash Table
726. Number of Atoms,Hash Table
734. Sentence Similarity,Hash Table
736. Parse Lisp Expression,Hash Table
737. Sentence Similarity II,Hash Table
740. Delete and Earn,Hash Table
745. Prefix and Suffix Search,Hash Table
748. Shortest Completing Word,Hash Table
752. Open the Lock,Hash Table
758. Bold Words in String,Hash Table
760. Find Anagram Mappings,Hash Table
763. Partition Labels,Hash Table
767. Reorganize String,Hash Table
770. Basic Calculator IV,Hash Table
771. Jewels and Stones,Hash Table
781. Rabbits in Forest,Hash Table
791. Custom Sort String,Hash Table
792. Number of Matching Subsequences,Hash Table
804. Unique Morse Code Words,Hash Table
811. Subdomain Visit Count,Hash Table
815. Bus Routes,Hash Table
817. Linked List Components,Hash Table
819. Most Common Word,Hash Table
820. Short Encoding of Words,Hash Table
822. Card Flipping Game,Hash Table
823. Binary Trees With Factors,Hash Table
828. Count Unique Characters of All Substrings of a Given String,Hash Table
846. Hand of Straights,Hash Table
859. Buddy Strings,Hash Table
865. Smallest Subtree with all the Deepest Nodes,Hash Table
873. Length of Longest Fibonacci Subsequence,Hash Table
884. Uncommon Words from Two Sentences,Hash Table
888. Fair Candy Swap,Hash Table
889. Construct Binary Tree from Preorder and Postorder Traversal,Hash Table
890. Find and Replace Pattern,Hash Table
893. Groups of Special-Equivalent Strings,Hash Table
895. Maximum Frequency Stack,Hash Table
904. Fruit Into Baskets,Hash Table
911. Online Election,Hash Table
914. X of a Kind in a Deck of Cards,Hash Table
916. Word Subsets,Hash Table
923. 3Sum With Multiplicity,Hash Table
929. Unique Email Addresses,Hash Table
930. Binary Subarrays With Sum,Hash Table
939. Minimum Area Rectangle,Hash Table
953. Verifying an Alien Dictionary,Hash Table
954. Array of Doubled Pairs,Hash Table
957. Prison Cells After N Days,Hash Table
961. N-Repeated Element in Size 2N Array,Hash Table
966. Vowel Spellchecker,Hash Table
970. Powerful Integers,Hash Table
974. Subarray Sums Divisible by K,Hash Table
981. Time Based Key-Value Store,Hash Table
982. Triples with Bitwise AND Equal To Zero,Hash Table
987. Vertical Order Traversal of a Binary Tree,Hash Table
992. Subarrays with K Different Integers,Hash Table
997. Find the Town Judge,Hash Table
1001. Grid Illumination,Hash Table
1002. Find Common Characters,Hash Table
1010. Pairs of Songs With Total Durations Divisible by 60,Hash Table
1015. Smallest Integer Divisible by K,Hash Table
1027. Longest Arithmetic Subsequence,Hash Table
1036. Escape a Large Maze,Hash Table
1048. Longest String Chain,Hash Table
1054. Distant Barcodes,Hash Table
1072. Flip Columns For Maximum Number of Equal Rows,Hash Table
1074. Number of Submatrices That Sum to Target,Hash Table
1079. Letter Tile Possibilities,Hash Table
1086. High Five,Hash Table
1090. Largest Values From Labels,Hash Table
1100. Find K-Length Substrings With No Repeated Characters,Hash Table
1110. Delete Nodes And Return Forest,Hash Table
1122. Relative Sort Array,Hash Table
1123. Lowest Common Ancestor of Deepest Leaves,Hash Table
1124. Longest Well-Performing Interval,Hash Table
1128. Number of Equivalent Domino Pairs,Hash Table
1133. Largest Unique Number,Hash Table
1138. Alphabet Board Path,Hash Table
1146. Snapshot Array,Hash Table
1152. Analyze User Website Visit Pattern,Hash Table
1153. String Transforms Into Another String,Hash Table
1156. Swap For Longest Repeated Character Substring,Hash Table
1160. Find Words That Can Be Formed by Characters,Hash Table
1165. Single-Row Keyboard,Hash Table
1166. Design File System,Hash Table
1169. Invalid Transactions,Hash Table
1170. Compare Strings by Frequency of the Smallest Character,Hash Table
1171. Remove Zero Sum Consecutive Nodes from Linked List,Hash Table
1172. Dinner Plate Stacks,Hash Table
1177. Can Make Palindrome from Substring,Hash Table
1178. Number of Valid Words for Each Puzzle,Hash Table
1181. Before and After Puzzle,Hash Table
1189. Maximum Number of Balloons,Hash Table
1198. Find Smallest Common Element in All Rows,Hash Table
1202. Smallest String With Swaps,Hash Table
1207. Unique Number of Occurrences,Hash Table
1213. Intersection of Three Sorted Arrays,Hash Table
1218. Longest Arithmetic Subsequence of Given Difference,Hash Table
1224. Maximum Equal Frequency,Hash Table
1244. Design A Leaderboard,Hash Table
1248. Count Number of Nice Subarrays,Hash Table
1257. Smallest Common Region,Hash Table
1258. Synonymous Sentences,Hash Table
1261. Find Elements in a Contaminated Binary Tree,Hash Table
1275. Find Winner on a Tic Tac Toe Game,Hash Table
1282. Group the People Given the Group Size They Belong To,Hash Table
1296. Divide Array in Sets of K Consecutive Numbers,Hash Table
1297. Maximum Number of Occurrences of a Substring,Hash Table
1311. Get Watched Videos by Your Friends,Hash Table
1331. Rank Transform of an Array,Hash Table
1338. Reduce Array Size to The Half,Hash Table
1345. Jump Game IV,Hash Table
1346. Check If N and Its Double Exist,Hash Table
1347. Minimum Number of Steps to Make Two Strings Anagram,Hash Table
1348. Tweet Counts Per Frequency,Hash Table
1357. Apply Discount Every n Orders,Hash Table
1358. Number of Substrings Containing All Three Characters,Hash Table
1365. How Many Numbers Are Smaller Than the Current Number,Hash Table
1366. Rank Teams by Votes,Hash Table
1370. Increasing Decreasing String,Hash Table
1371. Find the Longest Substring Containing Vowels in Even Counts,Hash Table
1386. Cinema Seat Allocation,Hash Table
1394. Find Lucky Integer in an Array,Hash Table
1396. Design Underground System,Hash Table
1399. Count Largest Group,Hash Table
1400. Construct K Palindrome Strings,Hash Table
1410. HTML Entity Parser,Hash Table
1418. Display Table of Food Orders in a Restaurant,Hash Table
1426. Counting Elements,Hash Table
1429. First Unique Number,Hash Table
1436. Destination City,Hash Table
1442. Count Triplets That Can Form Two Arrays of Equal XOR,Hash Table
1443. Minimum Time to Collect All Apples in a Tree,Hash Table
1452. People Whose List of Favorite Companies Is Not a Subset of Another List,Hash Table
1460. Make Two Arrays Equal by Reversing Subarrays,Hash Table
1461. Check If a String Contains All Binary Codes of Size K,Hash Table
1477. Find Two Non-overlapping Sub-arrays Each With Target Sum,Hash Table
1481. Least Number of Unique Integers after K Removals,Hash Table
1485. Clone Binary Tree With Random Pointer,Hash Table
1487. Making File Names Unique,Hash Table
1488. Avoid Flood in The City,Hash Table
1490. Clone N-ary Tree,Hash Table
1496. Path Crossing,Hash Table
1497. Check If Array Pairs Are Divisible by k,Hash Table
1500. Design a File Sharing System,Hash Table
1506. Find Root of N-Ary Tree,Hash Table
1512. Number of Good Pairs,Hash Table
1519. Number of Nodes in the Sub-Tree With the Same Label,Hash Table
1540. Can Convert String in K Moves,Hash Table
1542. Find Longest Awesome Substring,Hash Table
1546. Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Hash Table
1554. Strings Differ by One Character,Hash Table
1570. Dot Product of Two Sparse Vectors,Hash Table
1577. Number of Ways Where Square of Number Is Equal to Product of Two Numbers,Hash Table
1590. Make Sum Divisible by P,Hash Table
1593. Split a String Into the Max Number of Unique Substrings,Hash Table
1600. Throne Inheritance,Hash Table
1604. Alert Using Same Key-Card Three or More Times in a One Hour Period,Hash Table
1624. Largest Substring Between Two Equal Characters,Hash Table
1636. Sort Array by Increasing Frequency,Hash Table
1638. Count Substrings That Differ by One Character,Hash Table
1640. Check Array Formation Through Concatenation,Hash Table
1647. Minimum Deletions to Make Character Frequencies Unique,Hash Table
1650. Lowest Common Ancestor of a Binary Tree III,Hash Table
1656. Design an Ordered Stream,Hash Table
1657. Determine if Two Strings Are Close,Hash Table
1658. Minimum Operations to Reduce X to Zero,Hash Table
1660. Correct a Binary Tree,Hash Table
1674. Minimum Moves to Make Array Complementary,Hash Table
1679. Max Number of K-Sum Pairs,Hash Table
1684. Count the Number of Consistent Strings,Hash Table
1695. Maximum Erasure Value,Hash Table
1711. Count Good Meals,Hash Table
1713. Minimum Operations to Make a Subsequence,Hash Table
1726. Tuple with Same Product,Hash Table
1737. Change Minimum Characters to Satisfy One of Three Conditions,Hash Table
1740. Find Distance in a Binary Tree,Hash Table
1742. Maximum Number of Balls in a Box,Hash Table
1743. Restore the Array From Adjacent Pairs,Hash Table
1748. Sum of Unique Elements,Hash Table
1756. Design Most Recently Used Queue,Hash Table
1763. Longest Nice Substring,Hash Table
1772. Sort Features by Popularity,Hash Table
1775. Equal Sum Arrays With Minimum Number of Operations,Hash Table
1781. Sum of Beauty of All Substrings,Hash Table
1790. Check if One String Swap Can Make Strings Equal,Hash Table
1794. Count Pairs of Equal Substrings With Minimum Difference,Hash Table
1796. Second Largest Digit in a String,Hash Table
1797. Design Authentication Manager,Hash Table
1804. Implement Trie II (Prefix Tree),Hash Table
1805. Number of Different Integers in a String,Hash Table
1807. Evaluate the Bracket Pairs of a String,Hash Table
1814. Count Nice Pairs in an Array,Hash Table
1817. Finding the Users Active Minutes,Hash Table
1832. Check if the Sentence Is Pangram,Hash Table
1836. Remove Duplicates From an Unsorted Linked List,Hash Table
1852. Distinct Numbers in Each Subarray,Hash Table
1857. Largest Color Value in a Directed Graph,Hash Table
1865. Finding Pairs With a Certain Sum,Hash Table
1876. Substrings of Size Three with Distinct Characters,Hash Table
1893. Check if All the Integers in a Range Are Covered,Hash Table
1897. Redistribute Characters to Make All Strings Equal,Hash Table
1906. Minimum Absolute Difference Queries,Hash Table
1912. Design Movie Rental System,Hash Table
1915. Number of Wonderful Substrings,Hash Table
1930. Unique Length-3 Palindromic Subsequences,Hash Table
1932. Merge BSTs to Create Single BST,Hash Table
1935. Maximum Number of Words You Can Type,Hash Table
1940. Longest Common Subsequence Between Sorted Arrays,Hash Table
1941. Check if All Characters Have Equal Number of Occurrences,Hash Table
1948. Delete Duplicate Folders in System,Hash Table
1983. Widest Pair of Indices With Equal Range Sum,Hash Table
1993. Operations on Tree,Hash Table
2001. Number of Pairs of Interchangeable Rectangles,Hash Table
2006. Count Number of Pairs With Absolute Difference K,Hash Table
2007. Find Original Array From Doubled Array,Hash Table
2013. Detect Squares,Hash Table
2025. Maximum Number of Ways to Partition an Array,Hash Table
2032. Two Out of Three,Hash Table
2034. Stock Price Fluctuation,Hash Table
2043. Simple Bank System,Hash Table
2053. Kth Distinct String in an Array,Hash Table
2062. Count Vowel Substrings of a String,Hash Table
2068. Check Whether Two Strings are Almost Equivalent,Hash Table
2080. Range Frequency Queries,Hash Table
2083. Substrings That Begin and End With the Same Letter,Hash Table
2085. Count Common Words With One Occurrence,Hash Table
2094. Finding 3-Digit Even Numbers,Hash Table
2099. Find Subsequence of Length K With the Largest Sum,Hash Table
2103. Rings and Rods,Hash Table
2107. Number of Unique Flavors After Sharing K Candies,Hash Table
2115. Find All Possible Recipes from Given Supplies,Hash Table
2121. Intervals Between Identical Elements,Hash Table
2122. Recover the Original Array,Hash Table
2131. Longest Palindrome by Concatenating Two Letter Words,Hash Table
2133. Check if Every Row and Column Contains All Numbers,Hash Table
2135. Count Words Obtained After Adding a Letter,Hash Table
2150. Find All Lonely Numbers in the Array,Hash Table
2152. Minimum Number of Lines to Cover Points,Hash Table
2154. Keep Multiplying Found Values by Two,Hash Table
2166. Design Bitset,Hash Table
2168. Unique Substrings With Equal Digit Frequency,Hash Table
2170. Minimum Operations to Make the Array Alternating,Hash Table
2186. Minimum Number of Steps to Make Two Strings Anagram II,Hash Table
2190. Most Frequent Number Following Key In an Array,Hash Table
2196. Create Binary Tree From Descriptions,Hash Table
2201. Count Artifacts That Can Be Extracted,Hash Table
2206. Divide Array Into Equal Pairs,Hash Table
2215. Find the Difference of Two Arrays,Hash Table
2225. Find Players With Zero or One Losses,Hash Table
2227. Encrypt and Decrypt Strings,Hash Table
2244. Minimum Rounds to Complete All Tasks,Hash Table
2248. Intersection of Multiple Arrays,Hash Table
2249. Count Lattice Points Inside a Circle,Hash Table
2251. Number of Flowers in Full Bloom,Hash Table
2254. Design Video Sharing Platform,Hash Table
2260. Minimum Consecutive Cards to Pick Up,Hash Table
2261. K Divisible Elements Subarrays,Hash Table
2262. Total Appeal of A String,Hash Table
2266. Count Number of Texts,Hash Table
2273. Find Resultant Array After Removing Anagrams,Hash Table
2275. Largest Combination With Bitwise AND Greater Than Zero,Hash Table
2283. Check if Number Has Equal Digit Count and Digit Value,Hash Table
2284. Sender With Largest Word Count,Hash Table
2287. Rearrange Characters to Make Target String,Hash Table
2295. Replace Elements in an Array,Hash Table
2301. Match Substring After Replacement,Hash Table
2306. Naming a Company,Hash Table
2309. Greatest English Letter in Upper and Lower Case,Hash Table
2325. Decode the Message,Hash Table
2336. Smallest Number in Infinite Set,Hash Table
2341. Maximum Number of Pairs in Array,Hash Table
2342. Max Sum of a Pair With Equal Sum of Digits,Hash Table
2347. Best Poker Hand,Hash Table
2349. Design a Number Container System,Hash Table
2350. Shortest Impossible Sequence of Rolls,Hash Table
2351. First Letter to Appear Twice,Hash Table
2352. Equal Row and Column Pairs,Hash Table
2353. Design a Food Rating System,Hash Table
2354. Number of Excellent Pairs,Hash Table
2357. Make Array Zero by Subtracting Equal Amounts,Hash Table
2363. Merge Similar Items,Hash Table
2364. Count Number of Bad Pairs,Hash Table
2365. Task Scheduler II,Hash Table
2367. Number of Arithmetic Triplets,Hash Table
2368. Reachable Nodes With Restrictions,Hash Table
2370. Longest Ideal Subsequence,Hash Table
2374. Node With Highest Edge Score,Hash Table
2384. Largest Palindromic Number,Hash Table
2395. Find Subarrays With Equal Sum,Hash Table
2399. Check Distances Between Same Letters,Hash Table
2404. Most Frequent Even Element,Hash Table
2405. Optimal Partition of String,Hash Table
2408. Design SQL,Hash Table
2418. Sort the People,Hash Table
2423. Remove Letter To Equalize Frequency,Hash Table
2434. Using a Robot to Print the Lexicographically Smallest String,Hash Table
2441. Largest Positive Integer That Exists With Its Negative,Hash Table
2442. Count Number of Distinct Integers After Reverse Operations,Hash Table
2451. Odd String Difference,Hash Table
2453. Destroy Sequential Targets,Hash Table
2456. Most Popular Video Creator,Hash Table
2461. Maximum Sum of Distinct Subarrays With Length K,Hash Table
2465. Number of Distinct Averages,Hash Table
2475. Number of Unequal Triplets in Array,Hash Table
2488. Count Subarrays With Median K,Hash Table
2489. Number of Substrings With Fixed Ratio,Hash Table
2491. Divide Players Into Teams of Equal Skill,Hash Table
2499. Minimum Total Cost to Make Arrays Unequal,Hash Table
2501. Longest Square Streak in an Array,Hash Table
2502. Design Memory Allocator,Hash Table
2506. Count Pairs Of Similar Strings,Hash Table
2508. Add Edges to Make Degrees of All Nodes Even,Hash Table
2512. Reward Top K Students,Hash Table
2514. Count Anagrams,Hash Table
2516. Take K of Each Character From Left and Right,Hash Table
2521. Distinct Prime Factors of Product of Array,Hash Table
2524. Maximum Frequency Score of a Subarray,Hash Table
2526. Find Consecutive Integers from a Data Stream,Hash Table
2531. Make Number of Distinct Characters Equal,Hash Table
2537. Count the Number of Good Subarrays,Hash Table
2539. Count the Number of Good Subsequences,Hash Table
2540. Minimum Common Value,Hash Table
