Question,Tag
314. Binary Tree Vertical Order Traversal,bfs
317. Shortest Distance from All Buildings,bfs
322. Coin Change,bfs
323. Number of Connected Components in an Undirected Graph,bfs
329. Longest Increasing Path in a Matrix,bfs
339. Nested List Weight Sum,bfs
364. Nested List Weight Sum II,bfs
365. Water and Jug Problem,bfs
399. Evaluate Division,bfs
404. Sum of Left Leaves,bfs
407. Trapping Rain Water II,bfs
417. Pacific Atlantic Water Flow,bfs
428. Serialize and Deserialize N-ary Tree,bfs
429. N-ary Tree Level Order Traversal,bfs
431. Encode N-ary Tree to Binary Tree,bfs
433. Minimum Genetic Mutation,bfs
449. Serialize and Deserialize BST,bfs
463. Island Perimeter,bfs
488. Zuma Game,bfs
490. The Maze,bfs
499. The Maze III,bfs
505. The Maze II,bfs
514. Freedom Trail,bfs
515. Find Largest Value in Each Tree Row,bfs
529. Minesweeper,bfs
530. Minimum Absolute Difference in BST,bfs
542. 01 Matrix,bfs
547. Number of Provinces,bfs
559. Maximum Depth of N-ary Tree,bfs
582. Kill Process,bfs
617. Merge Two Binary Trees,bfs
623. Add One Row to Tree,bfs
637. Average of Levels in Binary Tree,bfs
653. Two Sum IV - Input is a BST,bfs
655. Print Binary Tree,bfs
662. Maximum Width of Binary Tree,bfs
672. Bulb Switcher II,bfs
675. Cut Off Trees for Golf Event,bfs
684. Redundant Connection,bfs
685. Redundant Connection II,bfs
690. Employee Importance,bfs
694. Number of Distinct Islands,bfs
695. Max Area of Island,bfs
711. Number of Distinct Islands II,bfs
721. Accounts Merge,bfs
733. Flood Fill,bfs
737. Sentence Similarity II,bfs
742. Closest Leaf in a Binary Tree,bfs
743. Network Delay Time,bfs
749. Contain Virus,bfs
752. Open the Lock,bfs
756. Pyramid Transition Matrix,bfs
765. Couples Holding Hands,bfs
773. Sliding Puzzle,bfs
778. Swim in Rising Water,bfs
783. Minimum Distance Between BST Nodes,bfs
785. Is Graph Bipartite?,bfs
787. Cheapest Flights Within K Stops,bfs
797. All Paths From Source to Target,bfs
802. Find Eventual Safe States,bfs
815. Bus Routes,bfs
827. Making A Large Island,bfs
839. Similar String Groups,bfs
841. Keys and Rooms,bfs
847. Shortest Path Visiting All Nodes,bfs
854. K-Similar Strings,bfs
863. All Nodes Distance K in Binary Tree,bfs
864. Shortest Path to Get All Keys,bfs
865. Smallest Subtree with all the Deepest Nodes,bfs
886. Possible Bipartition,bfs
909. Snakes and Ladders,bfs
919. Complete Binary Tree Inserter,bfs
924. Minimize Malware Spread,bfs
928. Minimize Malware Spread II,bfs
934. Shortest Bridge,bfs
958. Check Completeness of a Binary Tree,bfs
959. Regions Cut By Slashes,bfs
965. Univalued Binary Tree,bfs
967. Numbers With Same Consecutive Differences,bfs
987. Vertical Order Traversal of a Binary Tree,bfs
993. Cousins in Binary Tree,bfs
994. Rotting Oranges,bfs
1020. Number of Enclaves,bfs
1034. Coloring A Border,bfs
1036. Escape a Large Maze,bfs
1042. Flower Planting With No Adjacent,bfs
1087. Brace Expansion,bfs
1091. Shortest Path in Binary Matrix,bfs
1096. Brace Expansion II,bfs
1102. Path With Maximum Minimum Value,bfs
1123. Lowest Common Ancestor of Deepest Leaves,bfs
1129. Shortest Path with Alternating Colors,bfs
1161. Maximum Level Sum of a Binary Tree,bfs
1162. As Far from Land as Possible,bfs
1197. Minimum Knight Moves,bfs
1202. Smallest String With Swaps,bfs
1203. Sort Items by Groups Respecting Dependencies,bfs
1210. Minimum Moves to Reach Target with Rotations,bfs
1215. Stepping Numbers,bfs
1236. Web Crawler,bfs
1242. Web Crawler Multithreaded,bfs
1245. Tree Diameter,bfs
1254. Number of Closed Islands,bfs
1257. Smallest Common Region,bfs
1261. Find Elements in a Contaminated Binary Tree,bfs
1263. Minimum Moves to Move a Box to Their Target Location,bfs
1267. Count Servers that Communicate,bfs
1273. Delete Tree Nodes,bfs
1284. Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,bfs
1293. Shortest Path in a Grid with Obstacles Elimination,bfs
1298. Maximum Candies You Can Get from Boxes,bfs
1302. Deepest Leaves Sum,bfs
1306. Jump Game III,bfs
1311. Get Watched Videos by Your Friends,bfs
1315. Sum of Nodes with Even-Valued Grandparent,bfs
1319. Number of Operations to Make Network Connected,bfs
1345. Jump Game IV,bfs
1361. Validate Binary Tree Nodes,bfs
1367. Linked List in Binary Tree,bfs
1368. Minimum Cost to Make at Least One Valid Path in a Grid,bfs
1376. Time Needed to Inform All Employees,bfs
1377. Frog Position After T Seconds,bfs
1379. Find a Corresponding Node of a Binary Tree in a Clone of That Tree,bfs
1391. Check if There is a Valid Path in a Grid,bfs
1430. Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,bfs
1443. Minimum Time to Collect All Apples in a Tree,bfs
1448. Count Good Nodes in Binary Tree,bfs
1457. Pseudo-Palindromic Paths in a Binary Tree,bfs
1462. Course Schedule IV,bfs
1466. Reorder Routes to Make All Paths Lead to the City Zero,bfs
1469. Find All The Lonely Nodes,bfs
1483. Kth Ancestor of a Tree Node,bfs
1485. Clone Binary Tree With Random Pointer,bfs
1490. Clone N-ary Tree,bfs
1519. Number of Nodes in the Sub-Tree With the Same Label,bfs
1559. Detect Cycles in 2D Grid,bfs
1568. Minimum Number of Days to Disconnect Island,bfs
1602. Find Nearest Right Node in Binary Tree,bfs
1609. Even Odd Tree,bfs
1625. Lexicographically Smallest String After Applying Operations,bfs
1631. Path With Minimum Effort,bfs
1654. Minimum Jumps to Reach Home,bfs
1660. Correct a Binary Tree,bfs
1730. Shortest Path to Get Food,bfs
1740. Find Distance in a Binary Tree,bfs
1765. Map of Highest Peak,bfs
1766. Tree of Coprimes,bfs
1778. Shortest Path in a Hidden Grid,bfs
1810. Minimum Path Cost in a Hidden Grid,bfs
1905. Count Sub Islands,bfs
1926. Nearest Exit from Entrance in Maze,bfs
1970. Last Day Where You Can Still Cross,bfs
1971. Find if Path Exists in Graph,bfs
1992. Find All Groups of Farmland,bfs
1993. Operations on Tree,bfs
2039. The Time When the Network Becomes Idle,bfs
2045. Second Minimum Time to Reach Destination,bfs
2059. Minimum Operations to Convert Number,bfs
2092. Find All People With Secret,bfs
2101. Detonate the Maximum Bombs,bfs
2146. K Highest Ranked Items Within a Price Range,bfs
2174. Remove All Ones With Row and Column Flips II,bfs
2192. All Ancestors of a Node in a Directed Acyclic Graph,bfs
2196. Create Binary Tree From Descriptions,bfs
2204. Distance to a Cycle in Undirected Graph,bfs
2258. Escape the Spreading Fire,bfs
2277. Closest Node to Path in Tree,bfs
2290. Minimum Obstacle Removal to Reach Corner,bfs
2316. Count Unreachable Pairs of Nodes in an Undirected Graph,bfs
2328. Number of Increasing Paths in a Grid,bfs
2368. Reachable Nodes With Restrictions,bfs
2385. Amount of Time for Binary Tree to Be Infected,bfs
2415. Reverse Odd Levels of Binary Tree,bfs
2445. Number of Nodes With Value One,bfs
2458. Height of Binary Tree After Subtree Removal Queries,bfs
2467. Most Profitable Path in a Tree,bfs
2471. Minimum Number of Operations to Sort a Binary Tree by Level,bfs
2477. Minimum Fuel Cost to Report to the Capital,bfs
2492. Minimum Score of a Path Between Two Cities,bfs
2493. Divide Nodes Into the Maximum Number of Groups,bfs
2503. Maximum Number of Points From Grid Queries,bfs
2556. Disconnect Path in a Binary Matrix by at Most One Flip,bfs
2577. Minimum Time to Visit a Cell In a Grid,bfs
2583. Kth Largest Sum in a Binary Tree,bfs
2596. Check Knight Tour Configuration,bfs
2608. Shortest Cycle in a Graph,bfs
2612. Minimum Reverse Operations,bfs
2641. Cousins in Binary Tree II,bfs
2658. Maximum Number of Fish in a Grid,bfs
2685. Count the Number of Complete Components,bfs
2812. Find the Safest Path in a Grid,bfs
