Question,Tag
34. Find First and Last Position of Element in Sorted Array,Trie
35. Search Insert Position,Trie
36. Valid Sudoku,Trie
37. Sudoku Solver,Trie
38. Count and Say,Trie
39. Combination Sum,Trie
40. Combination Sum II,Trie
41. First Missing Positive,Trie
42. Trapping Rain Water,Trie
43. Multiply Strings,Trie
44. Wildcard Matching,Trie
45. Jump Game II,Trie
46. Permutations,Trie
47. Permutations II,Trie
48. Rotate Image,Trie
49. Group Anagrams,Trie
51. N-Queens,Trie
52. N-Queens II,Trie
53. Maximum Subarray,Trie
54. Spiral Matrix,Trie
55. Jump Game,Trie
56. Merge Intervals,Trie
57. Insert Interval,Trie
58. Length of Last Word,Trie
59. Spiral Matrix II,Trie
60. Permutation Sequence,Trie
61. Rotate List,Trie
62. Unique Paths,Trie
63. Unique Paths II,Trie
64. Minimum Path Sum,Trie
65. Valid Number,Trie
66. Plus One,Trie
67. Add Binary,Trie
68. Text Justification,Trie
69. Sqrt(x),Trie
70. Climbing Stairs,Trie
71. Simplify Path,Trie
72. Edit Distance,Trie
73. Set Matrix Zeroes,Trie
74. Search a 2D Matrix,Trie
75. Sort Colors,Trie
76. Minimum Window Substring,Trie
77. Combinations,Trie
78. Subsets,Trie
79. Word Search,Trie
80. Remove Duplicates from Sorted Array II,Trie
81. Search in Rotated Sorted Array II,Trie
82. Remove Duplicates from Sorted List II,Trie
83. Remove Duplicates from Sorted List,Trie
84. Largest Rectangle in Histogram,Trie
85. Maximal Rectangle,Trie
86. Partition List,Trie
87. Scramble String,Trie
88. Merge Sorted Array,Trie
89. Gray Code,Trie
90. Subsets II,Trie
91. Decode Ways,Trie
92. Reverse Linked List II,Trie
93. Restore IP Addresses,Trie
94. Binary Tree Inorder Traversal,Trie
95. Unique Binary Search Trees II,Trie
96. Unique Binary Search Trees,Trie
97. Interleaving String,Trie
98. Validate Binary Search Tree,Trie
99. Recover Binary Search Tree,Trie
100. Same Tree,Trie
101. Symmetric Tree,Trie
102. Binary Tree Level Order Traversal,Trie
103. Binary Tree Zigzag Level Order Traversal,Trie
104. Maximum Depth of Binary Tree,Trie
105. Construct Binary Tree from Preorder and Inorder Traversal,Trie
106. Construct Binary Tree from Inorder and Postorder Traversal,Trie
107. Binary Tree Level Order Traversal II,Trie
108. Convert Sorted Array to Binary Search Tree,Trie
109. Convert Sorted List to Binary Search Tree,Trie
110. Balanced Binary Tree,Trie
111. Minimum Depth of Binary Tree,Trie
112. Path Sum,Trie
113. Path Sum II,Trie
114. Flatten Binary Tree to Linked List,Trie
115. Distinct Subsequences,Trie
116. Populating Next Right Pointers in Each Node,Trie
117. Populating Next Right Pointers in Each Node II,Trie
118. Pascal's Triangle,Trie
119. Pascal's Triangle II,Trie
120. Triangle,Trie
121. Best Time to Buy and Sell Stock,Trie
122. Best Time to Buy and Sell Stock II,Trie
123. Best Time to Buy and Sell Stock III,Trie
124. Binary Tree Maximum Path Sum,Trie
125. Valid Palindrome,Trie
126. Word Ladder II,Trie
127. Word Ladder,Trie
128. Longest Consecutive Sequence,Trie
129. Sum Root to Leaf Numbers,Trie
130. Surrounded Regions,Trie
131. Palindrome Partitioning,Trie
132. Palindrome Partitioning II,Trie
133. Clone Graph,Trie
134. Gas Station,Trie
135. Candy,Trie
136. Single Number,Trie
137. Single Number II,Trie
138. Copy List with Random Pointer,Trie
139. Word Break,Trie
140. Word Break II,Trie
141. Linked List Cycle,Trie
142. Linked List Cycle II,Trie
143. Reorder List,Trie
144. Binary Tree Preorder Traversal,Trie
145. Binary Tree Postorder Traversal,Trie
146. LRU Cache,Trie
147. Insertion Sort List,Trie
148. Sort List,Trie
149. Max Points on a Line,Trie
150. Evaluate Reverse Polish Notation,Trie
151. Reverse Words in a String,Trie
152. Maximum Product Subarray,Trie
153. Find Minimum in Rotated Sorted Array,Trie
154. Find Minimum in Rotated Sorted Array II,Trie
155. Min Stack,Trie
156. Binary Tree Upside Down,Trie
157. Read N Characters Given Read4,Trie
158. Read N Characters Given read4 II - Call Multiple Times,Trie
159. Longest Substring with At Most Two Distinct Characters,Trie
160. Intersection of Two Linked Lists,Trie
161. One Edit Distance,Trie
162. Find Peak Element,Trie
163. Missing Ranges,Trie
164. Maximum Gap,Trie
165. Compare Version Numbers,Trie
166. Fraction to Recurring Decimal,Trie
167. Two Sum II - Input Array Is Sorted,Trie
168. Excel Sheet Column Title,Trie
169. Majority Element,Trie
170. Two Sum III - Data structure design,Trie
171. Excel Sheet Column Number,Trie
172. Factorial Trailing Zeroes,Trie
173. Binary Search Tree Iterator,Trie
174. Dungeon Game,Trie
175. Combine Two Tables,Trie
176. Second Highest Salary,Trie
177. Nth Highest Salary,Trie
178. Rank Scores,Trie
179. Largest Number,Trie
180. Consecutive Numbers,Trie
181. Employees Earning More Than Their Managers,Trie
182. Duplicate Emails,Trie
183. Customers Who Never Order,Trie
184. Department Highest Salary,Trie
185. Department Top Three Salaries,Trie
186. Reverse Words in a String II,Trie
187. Repeated DNA Sequences,Trie
188. Best Time to Buy and Sell Stock IV,Trie
189. Rotate Array,Trie
190. Reverse Bits,Trie
191. Number of 1 Bits,Trie
192. Word Frequency,Trie
193. Valid Phone Numbers,Trie
194. Transpose File,Trie
195. Tenth Line,Trie
196. Delete Duplicate Emails,Trie
197. Rising Temperature,Trie
198. House Robber,Trie
199. Binary Tree Right Side View,Trie
200. Number of Islands,Trie
201. Bitwise AND of Numbers Range,Trie
202. Happy Number,Trie
203. Remove Linked List Elements,Trie
204. Count Primes,Trie
205. Isomorphic Strings,Trie
206. Reverse Linked List,Trie
207. Course Schedule,Trie
208. Implement Trie (Prefix Tree),Trie
209. Minimum Size Subarray Sum,Trie
210. Course Schedule II,Trie
211. Design Add and Search Words Data Structure,Trie
212. Word Search II,Trie
213. House Robber II,Trie
214. Shortest Palindrome,Trie
215. Kth Largest Element in an Array,Trie
216. Combination Sum III,Trie
217. Contains Duplicate,Trie
218. The Skyline Problem,Trie
219. Contains Duplicate II,Trie
220. Contains Duplicate III,Trie
221. Maximal Square,Trie
222. Count Complete Tree Nodes,Trie
223. Rectangle Area,Trie
224. Basic Calculator,Trie
225. Implement Stack using Queues,Trie
226. Invert Binary Tree,Trie
227. Basic Calculator II,Trie
228. Summary Ranges,Trie
229. Majority Element II,Trie
230. Kth Smallest Element in a BST,Trie
231. Power of Two,Trie
232. Implement Queue using Stacks,Trie
233. Number of Digit One,Trie
234. Palindrome Linked List,Trie
235. Lowest Common Ancestor of a Binary Search Tree,Trie
236. Lowest Common Ancestor of a Binary Tree,Trie
237. Delete Node in a Linked List,Trie
238. Product of Array Except Self,Trie
239. Sliding Window Maximum,Trie
240. Search a 2D Matrix II,Trie
241. Different Ways to Add Parentheses,Trie
242. Valid Anagram,Trie
243. Shortest Word Distance,Trie
244. Shortest Word Distance II,Trie
245. Shortest Word Distance III,Trie
246. Strobogrammatic Number,Trie
247. Strobogrammatic Number II,Trie
248. Strobogrammatic Number III,Trie
249. Group Shifted Strings,Trie
250. Count Univalue Subtrees,Trie
251. Flatten 2D Vector,Trie
252. Meeting Rooms,Trie
253. Meeting Rooms II,Trie
254. Factor Combinations,Trie
255. Verify Preorder Sequence in Binary Search Tree,Trie
256. Paint House,Trie
257. Binary Tree Paths,Trie
258. Add Digits,Trie
259. 3Sum Smaller,Trie
260. Single Number III,Trie
261. Graph Valid Tree,Trie
262. Trips and Users,Trie
263. Ugly Number,Trie
264. Ugly Number II,Trie
265. Paint House II,Trie
266. Palindrome Permutation,Trie
267. Palindrome Permutation II,Trie
268. Missing Number,Trie
269. Alien Dictionary,Trie
270. Closest Binary Search Tree Value,Trie
271. Encode and Decode Strings,Trie
272. Closest Binary Search Tree Value II,Trie
273. Integer to English Words,Trie
274. H-Index,Trie
275. H-Index II,Trie
276. Paint Fence,Trie
277. Find the Celebrity,Trie
278. First Bad Version,Trie
279. Perfect Squares,Trie
280. Wiggle Sort,Trie
281. Zigzag Iterator,Trie
282. Expression Add Operators,Trie
283. Move Zeroes,Trie
284. Peeking Iterator,Trie
285. Inorder Successor in BST,Trie
286. Walls and Gates,Trie
287. Find the Duplicate Number,Trie
288. Unique Word Abbreviation,Trie
289. Game of Life,Trie
290. Word Pattern,Trie
291. Word Pattern II,Trie
292. Nim Game,Trie
293. Flip Game,Trie
294. Flip Game II,Trie
295. Find Median from Data Stream,Trie
296. Best Meeting Point,Trie
297. Serialize and Deserialize Binary Tree,Trie
298. Binary Tree Longest Consecutive Sequence,Trie
299. Bulls and Cows,Trie
300. Longest Increasing Subsequence,Trie
301. Remove Invalid Parentheses,Trie
302. Smallest Rectangle Enclosing Black Pixels,Trie
303. Range Sum Query - Immutable,Trie
304. Range Sum Query 2D - Immutable,Trie
305. Number of Islands II,Trie
306. Additive Number,Trie
307. Range Sum Query - Mutable,Trie
308. Range Sum Query 2D - Mutable,Trie
309. Best Time to Buy and Sell Stock with Cooldown,Trie
310. Minimum Height Trees,Trie
311. Sparse Matrix Multiplication,Trie
312. Burst Balloons,Trie
313. Super Ugly Number,Trie
314. Binary Tree Vertical Order Traversal,Trie
315. Count of Smaller Numbers After Self,Trie
316. Remove Duplicate Letters,Trie
317. Shortest Distance from All Buildings,Trie
318. Maximum Product of Word Lengths,Trie
319. Bulb Switcher,Trie
320. Generalized Abbreviation,Trie
321. Create Maximum Number,Trie
322. Coin Change,Trie
323. Number of Connected Components in an Undirected Graph,Trie
324. Wiggle Sort II,Trie
325. Maximum Size Subarray Sum Equals k,Trie
326. Power of Three,Trie
327. Count of Range Sum,Trie
328. Odd Even Linked List,Trie
329. Longest Increasing Path in a Matrix,Trie
330. Patching Array,Trie
331. Verify Preorder Serialization of a Binary Tree,Trie
332. Reconstruct Itinerary,Trie
333. Largest BST Subtree,Trie
334. Increasing Triplet Subsequence,Trie
335. Self Crossing,Trie
336. Palindrome Pairs,Trie
337. House Robber III,Trie
338. Counting Bits,Trie
339. Nested List Weight Sum,Trie
340. Longest Substring with At Most K Distinct Characters,Trie
341. Flatten Nested List Iterator,Trie
342. Power of Four,Trie
343. Integer Break,Trie
344. Reverse String,Trie
345. Reverse Vowels of a String,Trie
346. Moving Average from Data Stream,Trie
347. Top K Frequent Elements,Trie
348. Design Tic-Tac-Toe,Trie
349. Intersection of Two Arrays,Trie
350. Intersection of Two Arrays II,Trie
