Question,Tag
155. Min Stack,String Matching
156. Binary Tree Upside Down,String Matching
157. Read N Characters Given Read4,String Matching
158. Read N Characters Given read4 II - Call Multiple Times,String Matching
159. Longest Substring with At Most Two Distinct Characters,String Matching
160. Intersection of Two Linked Lists,String Matching
161. One Edit Distance,String Matching
162. Find Peak Element,String Matching
163. Missing Ranges,String Matching
164. Maximum Gap,String Matching
165. Compare Version Numbers,String Matching
166. Fraction to Recurring Decimal,String Matching
167. Two Sum II - Input Array Is Sorted,String Matching
168. Excel Sheet Column Title,String Matching
169. Majority Element,String Matching
170. Two Sum III - Data structure design,String Matching
171. Excel Sheet Column Number,String Matching
172. Factorial Trailing Zeroes,String Matching
173. Binary Search Tree Iterator,String Matching
174. Dungeon Game,String Matching
175. Combine Two Tables,String Matching
176. Second Highest Salary,String Matching
177. Nth Highest Salary,String Matching
178. Rank Scores,String Matching
179. Largest Number,String Matching
180. Consecutive Numbers,String Matching
181. Employees Earning More Than Their Managers,String Matching
182. Duplicate Emails,String Matching
183. Customers Who Never Order,String Matching
184. Department Highest Salary,String Matching
185. Department Top Three Salaries,String Matching
186. Reverse Words in a String II,String Matching
187. Repeated DNA Sequences,String Matching
188. Best Time to Buy and Sell Stock IV,String Matching
189. Rotate Array,String Matching
190. Reverse Bits,String Matching
191. Number of 1 Bits,String Matching
192. Word Frequency,String Matching
193. Valid Phone Numbers,String Matching
194. Transpose File,String Matching
195. Tenth Line,String Matching
196. Delete Duplicate Emails,String Matching
197. Rising Temperature,String Matching
198. House Robber,String Matching
199. Binary Tree Right Side View,String Matching
200. Number of Islands,String Matching
201. Bitwise AND of Numbers Range,String Matching
202. Happy Number,String Matching
203. Remove Linked List Elements,String Matching
204. Count Primes,String Matching
205. Isomorphic Strings,String Matching
206. Reverse Linked List,String Matching
207. Course Schedule,String Matching
208. Implement Trie (Prefix Tree),String Matching
209. Minimum Size Subarray Sum,String Matching
210. Course Schedule II,String Matching
211. Design Add and Search Words Data Structure,String Matching
212. Word Search II,String Matching
213. House Robber II,String Matching
214. Shortest Palindrome,String Matching
215. Kth Largest Element in an Array,String Matching
216. Combination Sum III,String Matching
217. Contains Duplicate,String Matching
218. The Skyline Problem,String Matching
219. Contains Duplicate II,String Matching
220. Contains Duplicate III,String Matching
221. Maximal Square,String Matching
222. Count Complete Tree Nodes,String Matching
223. Rectangle Area,String Matching
224. Basic Calculator,String Matching
225. Implement Stack using Queues,String Matching
226. Invert Binary Tree,String Matching
227. Basic Calculator II,String Matching
228. Summary Ranges,String Matching
229. Majority Element II,String Matching
230. Kth Smallest Element in a BST,String Matching
231. Power of Two,String Matching
232. Implement Queue using Stacks,String Matching
233. Number of Digit One,String Matching
234. Palindrome Linked List,String Matching
235. Lowest Common Ancestor of a Binary Search Tree,String Matching
236. Lowest Common Ancestor of a Binary Tree,String Matching
237. Delete Node in a Linked List,String Matching
238. Product of Array Except Self,String Matching
239. Sliding Window Maximum,String Matching
240. Search a 2D Matrix II,String Matching
241. Different Ways to Add Parentheses,String Matching
242. Valid Anagram,String Matching
243. Shortest Word Distance,String Matching
244. Shortest Word Distance II,String Matching
245. Shortest Word Distance III,String Matching
246. Strobogrammatic Number,String Matching
247. Strobogrammatic Number II,String Matching
248. Strobogrammatic Number III,String Matching
249. Group Shifted Strings,String Matching
250. Count Univalue Subtrees,String Matching
251. Flatten 2D Vector,String Matching
252. Meeting Rooms,String Matching
253. Meeting Rooms II,String Matching
254. Factor Combinations,String Matching
255. Verify Preorder Sequence in Binary Search Tree,String Matching
256. Paint House,String Matching
257. Binary Tree Paths,String Matching
258. Add Digits,String Matching
259. 3Sum Smaller,String Matching
260. Single Number III,String Matching
261. Graph Valid Tree,String Matching
262. Trips and Users,String Matching
263. Ugly Number,String Matching
264. Ugly Number II,String Matching
265. Paint House II,String Matching
266. Palindrome Permutation,String Matching
267. Palindrome Permutation II,String Matching
268. Missing Number,String Matching
269. Alien Dictionary,String Matching
270. Closest Binary Search Tree Value,String Matching
271. Encode and Decode Strings,String Matching
272. Closest Binary Search Tree Value II,String Matching
273. Integer to English Words,String Matching
274. H-Index,String Matching
275. H-Index II,String Matching
276. Paint Fence,String Matching
277. Find the Celebrity,String Matching
278. First Bad Version,String Matching
279. Perfect Squares,String Matching
280. Wiggle Sort,String Matching
281. Zigzag Iterator,String Matching
282. Expression Add Operators,String Matching
283. Move Zeroes,String Matching
284. Peeking Iterator,String Matching
285. Inorder Successor in BST,String Matching
286. Walls and Gates,String Matching
287. Find the Duplicate Number,String Matching
288. Unique Word Abbreviation,String Matching
289. Game of Life,String Matching
290. Word Pattern,String Matching
291. Word Pattern II,String Matching
292. Nim Game,String Matching
293. Flip Game,String Matching
294. Flip Game II,String Matching
295. Find Median from Data Stream,String Matching
296. Best Meeting Point,String Matching
297. Serialize and Deserialize Binary Tree,String Matching
298. Binary Tree Longest Consecutive Sequence,String Matching
299. Bulls and Cows,String Matching
300. Longest Increasing Subsequence,String Matching
301. Remove Invalid Parentheses,String Matching
302. Smallest Rectangle Enclosing Black Pixels,String Matching
303. Range Sum Query - Immutable,String Matching
304. Range Sum Query 2D - Immutable,String Matching
305. Number of Islands II,String Matching
306. Additive Number,String Matching
307. Range Sum Query - Mutable,String Matching
308. Range Sum Query 2D - Mutable,String Matching
309. Best Time to Buy and Sell Stock with Cooldown,String Matching
310. Minimum Height Trees,String Matching
311. Sparse Matrix Multiplication,String Matching
312. Burst Balloons,String Matching
313. Super Ugly Number,String Matching
314. Binary Tree Vertical Order Traversal,String Matching
315. Count of Smaller Numbers After Self,String Matching
316. Remove Duplicate Letters,String Matching
317. Shortest Distance from All Buildings,String Matching
318. Maximum Product of Word Lengths,String Matching
319. Bulb Switcher,String Matching
320. Generalized Abbreviation,String Matching
321. Create Maximum Number,String Matching
322. Coin Change,String Matching
323. Number of Connected Components in an Undirected Graph,String Matching
324. Wiggle Sort II,String Matching
325. Maximum Size Subarray Sum Equals k,String Matching
326. Power of Three,String Matching
327. Count of Range Sum,String Matching
328. Odd Even Linked List,String Matching
329. Longest Increasing Path in a Matrix,String Matching
330. Patching Array,String Matching
331. Verify Preorder Serialization of a Binary Tree,String Matching
332. Reconstruct Itinerary,String Matching
333. Largest BST Subtree,String Matching
334. Increasing Triplet Subsequence,String Matching
335. Self Crossing,String Matching
336. Palindrome Pairs,String Matching
337. House Robber III,String Matching
338. Counting Bits,String Matching
339. Nested List Weight Sum,String Matching
340. Longest Substring with At Most K Distinct Characters,String Matching
341. Flatten Nested List Iterator,String Matching
342. Power of Four,String Matching
343. Integer Break,String Matching
344. Reverse String,String Matching
345. Reverse Vowels of a String,String Matching
346. Moving Average from Data Stream,String Matching
347. Top K Frequent Elements,String Matching
348. Design Tic-Tac-Toe,String Matching
349. Intersection of Two Arrays,String Matching
350. Intersection of Two Arrays II,String Matching
