Question,Tag
45. Jump Game II,Stack
46. Permutations,Stack
47. Permutations II,Stack
48. Rotate Image,Stack
49. Group Anagrams,Stack
51. N-Queens,Stack
52. N-Queens II,Stack
53. Maximum Subarray,Stack
54. Spiral Matrix,Stack
55. Jump Game,Stack
56. Merge Intervals,Stack
57. Insert Interval,Stack
58. Length of Last Word,Stack
59. Spiral Matrix II,Stack
60. Permutation Sequence,Stack
61. Rotate List,Stack
62. Unique Paths,Stack
63. Unique Paths II,Stack
64. Minimum Path Sum,Stack
65. Valid Number,Stack
66. Plus One,Stack
67. Add Binary,Stack
68. Text Justification,Stack
69. Sqrt(x),Stack
70. Climbing Stairs,Stack
71. Simplify Path,Stack
72. Edit Distance,Stack
73. Set Matrix Zeroes,Stack
74. Search a 2D Matrix,Stack
75. Sort Colors,Stack
76. Minimum Window Substring,Stack
77. Combinations,Stack
78. Subsets,Stack
79. Word Search,Stack
80. Remove Duplicates from Sorted Array II,Stack
81. Search in Rotated Sorted Array II,Stack
82. Remove Duplicates from Sorted List II,Stack
83. Remove Duplicates from Sorted List,Stack
84. Largest Rectangle in Histogram,Stack
85. Maximal Rectangle,Stack
86. Partition List,Stack
87. Scramble String,Stack
88. Merge Sorted Array,Stack
89. Gray Code,Stack
90. Subsets II,Stack
91. Decode Ways,Stack
92. Reverse Linked List II,Stack
93. Restore IP Addresses,Stack
94. Binary Tree Inorder Traversal,Stack
95. Unique Binary Search Trees II,Stack
96. Unique Binary Search Trees,Stack
97. Interleaving String,Stack
98. Validate Binary Search Tree,Stack
99. Recover Binary Search Tree,Stack
100. Same Tree,Stack
101. Symmetric Tree,Stack
102. Binary Tree Level Order Traversal,Stack
103. Binary Tree Zigzag Level Order Traversal,Stack
104. Maximum Depth of Binary Tree,Stack
105. Construct Binary Tree from Preorder and Inorder Traversal,Stack
106. Construct Binary Tree from Inorder and Postorder Traversal,Stack
107. Binary Tree Level Order Traversal II,Stack
108. Convert Sorted Array to Binary Search Tree,Stack
109. Convert Sorted List to Binary Search Tree,Stack
110. Balanced Binary Tree,Stack
111. Minimum Depth of Binary Tree,Stack
112. Path Sum,Stack
113. Path Sum II,Stack
114. Flatten Binary Tree to Linked List,Stack
115. Distinct Subsequences,Stack
116. Populating Next Right Pointers in Each Node,Stack
117. Populating Next Right Pointers in Each Node II,Stack
118. Pascal's Triangle,Stack
119. Pascal's Triangle II,Stack
120. Triangle,Stack
121. Best Time to Buy and Sell Stock,Stack
122. Best Time to Buy and Sell Stock II,Stack
123. Best Time to Buy and Sell Stock III,Stack
124. Binary Tree Maximum Path Sum,Stack
125. Valid Palindrome,Stack
126. Word Ladder II,Stack
127. Word Ladder,Stack
128. Longest Consecutive Sequence,Stack
129. Sum Root to Leaf Numbers,Stack
130. Surrounded Regions,Stack
131. Palindrome Partitioning,Stack
132. Palindrome Partitioning II,Stack
133. Clone Graph,Stack
134. Gas Station,Stack
135. Candy,Stack
136. Single Number,Stack
137. Single Number II,Stack
138. Copy List with Random Pointer,Stack
139. Word Break,Stack
140. Word Break II,Stack
141. Linked List Cycle,Stack
142. Linked List Cycle II,Stack
143. Reorder List,Stack
144. Binary Tree Preorder Traversal,Stack
145. Binary Tree Postorder Traversal,Stack
146. LRU Cache,Stack
147. Insertion Sort List,Stack
148. Sort List,Stack
149. Max Points on a Line,Stack
150. Evaluate Reverse Polish Notation,Stack
151. Reverse Words in a String,Stack
152. Maximum Product Subarray,Stack
153. Find Minimum in Rotated Sorted Array,Stack
154. Find Minimum in Rotated Sorted Array II,Stack
155. Min Stack,Stack
156. Binary Tree Upside Down,Stack
157. Read N Characters Given Read4,Stack
158. Read N Characters Given read4 II - Call Multiple Times,Stack
159. Longest Substring with At Most Two Distinct Characters,Stack
160. Intersection of Two Linked Lists,Stack
161. One Edit Distance,Stack
162. Find Peak Element,Stack
163. Missing Ranges,Stack
164. Maximum Gap,Stack
165. Compare Version Numbers,Stack
166. Fraction to Recurring Decimal,Stack
167. Two Sum II - Input Array Is Sorted,Stack
168. Excel Sheet Column Title,Stack
169. Majority Element,Stack
170. Two Sum III - Data structure design,Stack
171. Excel Sheet Column Number,Stack
172. Factorial Trailing Zeroes,Stack
173. Binary Search Tree Iterator,Stack
174. Dungeon Game,Stack
175. Combine Two Tables,Stack
176. Second Highest Salary,Stack
177. Nth Highest Salary,Stack
178. Rank Scores,Stack
179. Largest Number,Stack
180. Consecutive Numbers,Stack
181. Employees Earning More Than Their Managers,Stack
182. Duplicate Emails,Stack
183. Customers Who Never Order,Stack
184. Department Highest Salary,Stack
185. Department Top Three Salaries,Stack
186. Reverse Words in a String II,Stack
187. Repeated DNA Sequences,Stack
188. Best Time to Buy and Sell Stock IV,Stack
189. Rotate Array,Stack
190. Reverse Bits,Stack
191. Number of 1 Bits,Stack
192. Word Frequency,Stack
193. Valid Phone Numbers,Stack
194. Transpose File,Stack
195. Tenth Line,Stack
196. Delete Duplicate Emails,Stack
197. Rising Temperature,Stack
198. House Robber,Stack
199. Binary Tree Right Side View,Stack
200. Number of Islands,Stack
201. Bitwise AND of Numbers Range,Stack
202. Happy Number,Stack
203. Remove Linked List Elements,Stack
204. Count Primes,Stack
205. Isomorphic Strings,Stack
206. Reverse Linked List,Stack
207. Course Schedule,Stack
208. Implement Trie (Prefix Tree),Stack
209. Minimum Size Subarray Sum,Stack
210. Course Schedule II,Stack
211. Design Add and Search Words Data Structure,Stack
212. Word Search II,Stack
213. House Robber II,Stack
214. Shortest Palindrome,Stack
215. Kth Largest Element in an Array,Stack
216. Combination Sum III,Stack
217. Contains Duplicate,Stack
218. The Skyline Problem,Stack
219. Contains Duplicate II,Stack
220. Contains Duplicate III,Stack
221. Maximal Square,Stack
222. Count Complete Tree Nodes,Stack
223. Rectangle Area,Stack
224. Basic Calculator,Stack
225. Implement Stack using Queues,Stack
226. Invert Binary Tree,Stack
227. Basic Calculator II,Stack
228. Summary Ranges,Stack
229. Majority Element II,Stack
230. Kth Smallest Element in a BST,Stack
231. Power of Two,Stack
232. Implement Queue using Stacks,Stack
233. Number of Digit One,Stack
234. Palindrome Linked List,Stack
235. Lowest Common Ancestor of a Binary Search Tree,Stack
236. Lowest Common Ancestor of a Binary Tree,Stack
237. Delete Node in a Linked List,Stack
238. Product of Array Except Self,Stack
239. Sliding Window Maximum,Stack
240. Search a 2D Matrix II,Stack
241. Different Ways to Add Parentheses,Stack
242. Valid Anagram,Stack
243. Shortest Word Distance,Stack
244. Shortest Word Distance II,Stack
245. Shortest Word Distance III,Stack
246. Strobogrammatic Number,Stack
247. Strobogrammatic Number II,Stack
248. Strobogrammatic Number III,Stack
249. Group Shifted Strings,Stack
250. Count Univalue Subtrees,Stack
251. Flatten 2D Vector,Stack
252. Meeting Rooms,Stack
253. Meeting Rooms II,Stack
254. Factor Combinations,Stack
255. Verify Preorder Sequence in Binary Search Tree,Stack
256. Paint House,Stack
257. Binary Tree Paths,Stack
258. Add Digits,Stack
259. 3Sum Smaller,Stack
260. Single Number III,Stack
261. Graph Valid Tree,Stack
262. Trips and Users,Stack
263. Ugly Number,Stack
264. Ugly Number II,Stack
265. Paint House II,Stack
266. Palindrome Permutation,Stack
267. Palindrome Permutation II,Stack
268. Missing Number,Stack
269. Alien Dictionary,Stack
270. Closest Binary Search Tree Value,Stack
271. Encode and Decode Strings,Stack
272. Closest Binary Search Tree Value II,Stack
273. Integer to English Words,Stack
274. H-Index,Stack
275. H-Index II,Stack
276. Paint Fence,Stack
277. Find the Celebrity,Stack
278. First Bad Version,Stack
279. Perfect Squares,Stack
280. Wiggle Sort,Stack
281. Zigzag Iterator,Stack
282. Expression Add Operators,Stack
283. Move Zeroes,Stack
284. Peeking Iterator,Stack
285. Inorder Successor in BST,Stack
286. Walls and Gates,Stack
287. Find the Duplicate Number,Stack
288. Unique Word Abbreviation,Stack
289. Game of Life,Stack
290. Word Pattern,Stack
291. Word Pattern II,Stack
292. Nim Game,Stack
293. Flip Game,Stack
294. Flip Game II,Stack
295. Find Median from Data Stream,Stack
296. Best Meeting Point,Stack
297. Serialize and Deserialize Binary Tree,Stack
298. Binary Tree Longest Consecutive Sequence,Stack
299. Bulls and Cows,Stack
300. Longest Increasing Subsequence,Stack
301. Remove Invalid Parentheses,Stack
302. Smallest Rectangle Enclosing Black Pixels,Stack
303. Range Sum Query - Immutable,Stack
304. Range Sum Query 2D - Immutable,Stack
305. Number of Islands II,Stack
306. Additive Number,Stack
307. Range Sum Query - Mutable,Stack
308. Range Sum Query 2D - Mutable,Stack
309. Best Time to Buy and Sell Stock with Cooldown,Stack
310. Minimum Height Trees,Stack
311. Sparse Matrix Multiplication,Stack
312. Burst Balloons,Stack
313. Super Ugly Number,Stack
314. Binary Tree Vertical Order Traversal,Stack
315. Count of Smaller Numbers After Self,Stack
316. Remove Duplicate Letters,Stack
317. Shortest Distance from All Buildings,Stack
318. Maximum Product of Word Lengths,Stack
319. Bulb Switcher,Stack
320. Generalized Abbreviation,Stack
321. Create Maximum Number,Stack
322. Coin Change,Stack
323. Number of Connected Components in an Undirected Graph,Stack
324. Wiggle Sort II,Stack
325. Maximum Size Subarray Sum Equals k,Stack
326. Power of Three,Stack
327. Count of Range Sum,Stack
328. Odd Even Linked List,Stack
329. Longest Increasing Path in a Matrix,Stack
330. Patching Array,Stack
331. Verify Preorder Serialization of a Binary Tree,Stack
332. Reconstruct Itinerary,Stack
333. Largest BST Subtree,Stack
334. Increasing Triplet Subsequence,Stack
335. Self Crossing,Stack
336. Palindrome Pairs,Stack
337. House Robber III,Stack
338. Counting Bits,Stack
339. Nested List Weight Sum,Stack
340. Longest Substring with At Most K Distinct Characters,Stack
341. Flatten Nested List Iterator,Stack
342. Power of Four,Stack
343. Integer Break,Stack
344. Reverse String,Stack
345. Reverse Vowels of a String,Stack
346. Moving Average from Data Stream,Stack
347. Top K Frequent Elements,Stack
348. Design Tic-Tac-Toe,Stack
349. Intersection of Two Arrays,Stack
350. Intersection of Two Arrays II,Stack
