220. Contains Duplicate III,Array
221. Maximal Square,Array
228. Summary Ranges,Array
229. Majority Element II,Array
238. Product of Array Except Self,Array
239. Sliding Window Maximum,Array
240. Search a 2D Matrix II,Array
243. Shortest Word Distance,Array
244. Shortest Word Distance II,Array
245. Shortest Word Distance III,Array
247. Strobogrammatic Number II,Array
248. Strobogrammatic Number III,Array
249. Group Shifted Strings,Array
251. Flatten 2D Vector,Array
252. Meeting Rooms,Array
253. Meeting Rooms II,Array
254. Factor Combinations,Array
256. Paint House,Array
259. 3Sum Smaller,Array
260. Single Number III,Array
265. Paint House II,Array
268. Missing Number,Array
269. Alien Dictionary,Array
271. Encode and Decode Strings,Array
274. H-Index,Array
275. H-Index II,Array
280. Wiggle Sort,Array
281. Zigzag Iterator,Array
283. Move Zeroes,Array
284. Peeking Iterator,Array
286. Walls and Gates,Array
287. Find the Duplicate Number,Array
288. Unique Word Abbreviation,Array
289. Game of Life,Array
296. Best Meeting Point,Array
300. Longest Increasing Subsequence,Array
302. Smallest Rectangle Enclosing Black Pixels,Array
303. Range Sum Query - Immutable,Array
304. Range Sum Query 2D - Immutable,Array
305. Number of Islands II,Array
307. Range Sum Query - Mutable,Array
308. Range Sum Query 2D - Mutable,Array
309. Best Time to Buy and Sell Stock with Cooldown,Array
311. Sparse Matrix Multiplication,Array
312. Burst Balloons,Array
313. Super Ugly Number,Array
315. Count of Smaller Numbers After Self,Array
317. Shortest Distance from All Buildings,Array
318. Maximum Product of Word Lengths,Array
322. Coin Change,Array
324. Wiggle Sort II,Array
325. Maximum Size Subarray Sum Equals k,Array
327. Count of Range Sum,Array
329. Longest Increasing Path in a Matrix,Array
330. Patching Array,Array
334. Increasing Triplet Subsequence,Array
335. Self Crossing,Array
336. Palindrome Pairs,Array
346. Moving Average from Data Stream,Array
347. Top K Frequent Elements,Array
348. Design Tic-Tac-Toe,Array
349. Intersection of Two Arrays,Array
350. Intersection of Two Arrays II,Array
353. Design Snake Game,Array
354. Russian Doll Envelopes,Array
356. Line Reflection,Array
360. Sort Transformed Array,Array
361. Bomb Enemy,Array
362. Design Hit Counter,Array
363. Max Sum of Rectangle No Larger Than K,Array
368. Largest Divisible Subset,Array
370. Range Addition,Array
373. Find K Pairs with Smallest Sums,Array
376. Wiggle Subsequence,Array
377. Combination Sum IV,Array
378. Kth Smallest Element in a Sorted Matrix,Array
379. Design Phone Directory,Array
380. Insert Delete GetRandom O(1),Array
381. Insert Delete GetRandom O(1) - Duplicates allowed,Array
384. Shuffle an Array,Array
391. Perfect Rectangle,Array
393. UTF-8 Validation,Array
396. Rotate Function,Array
399. Evaluate Division,Array
403. Frog Jump,Array
406. Queue Reconstruction by Height,Array
407. Trapping Rain Water II,Array
410. Split Array Largest Sum,Array
413. Arithmetic Slices,Array
414. Third Maximum Number,Array
416. Partition Equal Subset Sum,Array
417. Pacific Atlantic Water Flow,Array
419. Battleships in a Board,Array
421. Maximum XOR of Two Numbers in an Array,Array
422. Valid Word Square,Array
425. Word Squares,Array
427. Construct Quad Tree,Array
435. Non-overlapping Intervals,Array
436. Find Right Interval,Array
442. Find All Duplicates in an Array,Array
444. Sequence Reconstruction,Array
446. Arithmetic Slices II - Subsequence,Array
447. Number of Boomerangs,Array
448. Find All Numbers Disappeared in an Array,Array
452. Minimum Number of Arrows to Burst Balloons,Array
453. Minimum Moves to Equal Array Elements,Array
454. 4Sum II,Array
455. Assign Cookies,Array
456. 132 Pattern,Array
457. Circular Array Loop,Array
462. Minimum Moves to Equal Array Elements II,Array
463. Island Perimeter,Array
465. Optimal Account Balancing,Array
472. Concatenated Words,Array
473. Matchsticks to Square,Array
474. Ones and Zeroes,Array
475. Heaters,Array
477. Total Hamming Distance,Array
480. Sliding Window Median,Array
484. Find Permutation,Array
485. Max Consecutive Ones,Array
486. Predict the Winner,Array
487. Max Consecutive Ones II,Array
491. Non-decreasing Subsequences,Array
493. Reverse Pairs,Array
494. Target Sum,Array
495. Teemo Attacking,Array
496. Next Greater Element I,Array
497. Random Point in Non-overlapping Rectangles,Array
498. Diagonal Traverse,Array
500. Keyboard Row,Array
502. IPO,Array
503. Next Greater Element II,Array
506. Relative Ranks,Array
517. Super Washing Machines,Array
518. Coin Change II,Array
522. Longest Uncommon Subsequence II,Array
523. Continuous Subarray Sum,Array
524. Longest Word in Dictionary through Deleting,Array
525. Contiguous Array,Array
526. Beautiful Arrangement,Array
527. Word Abbreviation,Array
528. Random Pick with Weight,Array
529. Minesweeper,Array
531. Lonely Pixel I,Array
532. K-diff Pairs in an Array,Array
533. Lonely Pixel II,Array
539. Minimum Time Difference,Array
540. Single Element in a Sorted Array,Array
542. 01 Matrix,Array
546. Remove Boxes,Array
548. Split Array with Equal Sum,Array
553. Optimal Division,Array
554. Brick Wall,Array
555. Split Concatenated Strings,Array
560. Subarray Sum Equals K,Array
561. Array Partition,Array
562. Longest Line of Consecutive One in Matrix,Array
565. Array Nesting,Array
566. Reshape the Matrix,Array
568. Maximum Vacation Days,Array
573. Squirrel Simulation,Array
575. Distribute Candies,Array
581. Shortest Unsorted Continuous Subarray,Array
582. Kill Process,Array
587. Erect the Fence,Array
594. Longest Harmonious Subsequence,Array
598. Range Addition II,Array
599. Minimum Index Sum of Two Lists,Array
604. Design Compressed String Iterator,Array
605. Can Place Flowers,Array
609. Find Duplicate File in System,Array
611. Valid Triangle Number,Array
616. Add Bold Tag in String,Array
621. Task Scheduler,Array
622. Design Circular Queue,Array
624. Maximum Distance in Arrays,Array
628. Maximum Product of Three Numbers,Array
630. Course Schedule III,Array
632. Smallest Range Covering Elements from K Lists,Array
636. Exclusive Time of Functions,Array
638. Shopping Offers,Array
641. Design Circular Deque,Array
643. Maximum Average Subarray I,Array
644. Maximum Average Subarray II,Array
645. Set Mismatch,Array
646. Maximum Length of Pair Chain,Array
648. Replace Words,Array
654. Maximum Binary Tree,Array
656. Coin Path,Array
658. Find K Closest Elements,Array
659. Split Array into Consecutive Subsequences,Array
661. Image Smoother,Array
665. Non-decreasing Array,Array
666. Path Sum IV,Array
667. Beautiful Arrangement II,Array
673. Number of Longest Increasing Subsequence,Array
674. Longest Continuous Increasing Subsequence,Array
675. Cut Off Trees for Golf Event,Array
679. 24 Game,Array
682. Baseball Game,Array
683. K Empty Slots,Array
689. Maximum Sum of 3 Non-Overlapping Subarrays,Array
691. Stickers to Spell Word,Array
695. Max Area of Island,Array
697. Degree of an Array,Array
698. Partition to K Equal Sum Subsets,Array
699. Falling Squares,Array
702. Search in a Sorted Array of Unknown Size,Array
704. Binary Search,Array
705. Design HashSet,Array
706. Design HashMap,Array
710. Random Pick with Blacklist,Array
713. Subarray Product Less Than K,Array
714. Best Time to Buy and Sell Stock with Transaction Fee,Array
717. 1-bit and 2-bit Characters,Array
718. Maximum Length of Repeated Subarray,Array
719. Find K-th Smallest Pair Distance,Array
720. Longest Word in Dictionary,Array
721. Accounts Merge,Array
722. Remove Comments,Array
723. Candy Crush,Array
724. Find Pivot Index,Array
733. Flood Fill,Array
734. Sentence Similarity,Array
735. Asteroid Collision,Array
737. Sentence Similarity II,Array
739. Daily Temperatures,Array
740. Delete and Earn,Array
741. Cherry Pickup,Array
744. Find Smallest Letter Greater Than Target,Array
746. Min Cost Climbing Stairs,Array
747. Largest Number At Least Twice of Others,Array
748. Shortest Completing Word,Array
749. Contain Virus,Array
750. Number Of Corner Rectangles,Array
752. Open the Lock,Array
755. Pour Water,Array
757. Set Intersection Size At Least Two,Array
758. Bold Words in String,Array
759. Employee Free Time,Array
760. Find Anagram Mappings,Array
764. Largest Plus Sign,Array
766. Toeplitz Matrix,Array
768. Max Chunks To Make Sorted II,Array
769. Max Chunks To Make Sorted,Array
773. Sliding Puzzle,Array
774. Minimize Max Distance to Gas Station,Array
775. Global and Local Inversions,Array
778. Swim in Rising Water,Array
781. Rabbits in Forest,Array
782. Transform to Chessboard,Array
786. K-th Smallest Prime Fraction,Array
789. Escape The Ghosts,Array
794. Valid Tic-Tac-Toe State,Array
795. Number of Subarrays with Bounded Maximum,Array
798. Smallest Rotation with Highest Score,Array
801. Minimum Swaps To Make Sequences Increasing,Array
803. Bricks Falling When Hit,Array
804. Unique Morse Code Words,Array
805. Split Array With Same Average,Array
806. Number of Lines To Write String,Array
807. Max Increase to Keep City Skyline,Array
809. Expressive Words,Array
810. Chalkboard XOR Game,Array
811. Subdomain Visit Count,Array
812. Largest Triangle Area,Array
813. Largest Sum of Averages,Array
815. Bus Routes,Array
817. Linked List Components,Array
820. Short Encoding of Words,Array
821. Shortest Distance to a Character,Array
822. Card Flipping Game,Array
823. Binary Trees With Factors,Array
825. Friends Of Appropriate Ages,Array
826. Most Profit Assigning Work,Array
827. Making A Large Island,Array
832. Flipping an Image,Array
833. Find And Replace in String,Array
835. Image Overlap,Array
839. Similar String Groups,Array
840. Magic Squares In Grid,Array
843. Guess the Word,Array
845. Longest Mountain in Array,Array
846. Hand of Straights,Array
848. Shifting Letters,Array
849. Maximize Distance to Closest Person,Array
850. Rectangle Area II,Array
851. Loud and Rich,Array
852. Peak Index in a Mountain Array,Array
853. Car Fleet,Array
857. Minimum Cost to Hire K Workers,Array
860. Lemonade Change,Array
861. Score After Flipping Matrix,Array
862. Shortest Subarray with Sum at Least K,Array
864. Shortest Path to Get All Keys,Array
867. Transpose Matrix,Array
870. Advantage Shuffle,Array
871. Minimum Number of Refueling Stops,Array
873. Length of Longest Fibonacci Subsequence,Array
874. Walking Robot Simulation,Array
875. Koko Eating Bananas,Array
877. Stone Game,Array
879. Profitable Schemes,Array
881. Boats to Save People,Array
883. Projection Area of 3D Shapes,Array
885. Spiral Matrix III,Array
888. Fair Candy Swap,Array
889. Construct Binary Tree from Preorder and Postorder Traversal,Array
890. Find and Replace Pattern,Array
891. Sum of Subsequence Widths,Array
892. Surface Area of 3D Shapes,Array
893. Groups of Special-Equivalent Strings,Array
896. Monotonic Array,Array
898. Bitwise ORs of Subarrays,Array
900. RLE Iterator,Array
902. Numbers At Most N Given Digit Set,Array
904. Fruit Into Baskets,Array
905. Sort Array By Parity,Array
907. Sum of Subarray Minimums,Array
908. Smallest Range I,Array
909. Snakes and Ladders,Array
910. Smallest Range II,Array
911. Online Election,Array
912. Sort an Array,Array
914. X of a Kind in a Deck of Cards,Array
915. Partition Array into Disjoint Intervals,Array
916. Word Subsets,Array
918. Maximum Sum Circular Subarray,Array
922. Sort Array By Parity II,Array
923. 3Sum With Multiplicity,Array
924. Minimize Malware Spread,Array
927. Three Equal Parts,Array
928. Minimize Malware Spread II,Array
929. Unique Email Addresses,Array
930. Binary Subarrays With Sum,Array
931. Minimum Falling Path Sum,Array
932. Beautiful Array,Array
934. Shortest Bridge,Array
937. Reorder Data in Log Files,Array
939. Minimum Area Rectangle,Array
941. Valid Mountain Array,Array
942. DI String Match,Array
943. Find the Shortest Superstring,Array
944. Delete Columns to Make Sorted,Array
945. Minimum Increment to Make Array Unique,Array
946. Validate Stack Sequences,Array
948. Bag of Tokens,Array
950. Reveal Cards In Increasing Order,Array
952. Largest Component Size by Common Factor,Array
953. Verifying an Alien Dictionary,Array
954. Array of Doubled Pairs,Array
955. Delete Columns to Make Sorted II,Array
956. Tallest Billboard,Array
957. Prison Cells After N Days,Array
960. Delete Columns to Make Sorted III,Array
961. N-Repeated Element in Size 2N Array,Array
962. Maximum Width Ramp,Array
963. Minimum Area Rectangle II,Array
966. Vowel Spellchecker,Array
969. Pancake Sorting,Array
973. K Closest Points to Origin,Array
974. Subarray Sums Divisible by K,Array
975. Odd Even Jump,Array
976. Largest Perimeter Triangle,Array
977. Squares of a Sorted Array,Array
978. Longest Turbulent Subarray,Array
980. Unique Paths III,Array
982. Triples with Bitwise AND Equal To Zero,Array
983. Minimum Cost For Tickets,Array
985. Sum of Even Numbers After Queries,Array
986. Interval List Intersections,Array
989. Add to Array-Form of Integer,Array
990. Satisfiability of Equality Equations,Array
992. Subarrays with K Different Integers,Array
994. Rotting Oranges,Array
995. Minimum Number of K Consecutive Bit Flips,Array
996. Number of Squareful Arrays,Array
997. Find the Town Judge,Array
999. Available Captures for Rook,Array
1000. Minimum Cost to Merge Stones,Array
1001. Grid Illumination,Array
1002. Find Common Characters,Array
1004. Max Consecutive Ones III,Array
1005. Maximize Sum Of Array After K Negations,Array
1007. Minimum Domino Rotations For Equal Row,Array
1008. Construct Binary Search Tree from Preorder Traversal,Array
1010. Pairs of Songs With Total Durations Divisible by 60,Array
1011. Capacity To Ship Packages Within D Days,Array
1013. Partition Array Into Three Parts With Equal Sum,Array
1014. Best Sightseeing Pair,Array
1018. Binary Prefix Divisible By 5,Array
1019. Next Greater Node In Linked List,Array
1020. Number of Enclaves,Array
1024. Video Stitching,Array
1027. Longest Arithmetic Subsequence,Array
1029. Two City Scheduling,Array
1030. Matrix Cells in Distance Order,Array
1031. Maximum Sum of Two Non-Overlapping Subarrays,Array
1032. Stream of Characters,Array
1034. Coloring A Border,Array
1035. Uncrossed Lines,Array
1036. Escape a Large Maze,Array
1037. Valid Boomerang,Array
1039. Minimum Score Triangulation of Polygon,Array
1040. Moving Stones Until Consecutive II,Array
1043. Partition Array for Maximum Sum,Array
1046. Last Stone Weight,Array
1048. Longest String Chain,Array
1049. Last Stone Weight II,Array
1051. Height Checker,Array
1052. Grumpy Bookstore Owner,Array
1053. Previous Permutation With One Swap,Array
1054. Distant Barcodes,Array
1057. Campus Bikes,Array
1058. Minimize Rounding Error to Meet Target,Array
1060. Missing Element in Sorted Array,Array
1063. Number of Valid Subarrays,Array
1064. Fixed Point,Array
1065. Index Pairs of a String,Array
1066. Campus Bikes II,Array
1072. Flip Columns For Maximum Number of Equal Rows,Array
1073. Adding Two Negabinary Numbers,Array
1074. Number of Submatrices That Sum to Target,Array
1085. Sum of Digits in the Minimum Number,Array
1086. High Five,Array
1089. Duplicate Zeros,Array
1090. Largest Values From Labels,Array
1091. Shortest Path in Binary Matrix,Array
1093. Statistics from a Large Sample,Array
1094. Car Pooling,Array
1095. Find in Mountain Array,Array
1099. Two Sum Less Than K,Array
1101. The Earliest Moment When Everyone Become Friends,Array
1102. Path With Maximum Minimum Value,Array
1105. Filling Bookcase Shelves,Array
1109. Corporate Flight Bookings,Array
1110. Delete Nodes And Return Forest,Array
1121. Divide Array Into Increasing Sequences,Array
1122. Relative Sort Array,Array
1124. Longest Well-Performing Interval,Array
1125. Smallest Sufficient Team,Array
1128. Number of Equivalent Domino Pairs,Array
1130. Minimum Cost Tree From Leaf Values,Array
1131. Maximum of Absolute Value Expression,Array
1133. Largest Unique Number,Array
1139. Largest 1-Bordered Square,Array
1140. Stone Game II,Array
1144. Decrease Elements To Make Array Zigzag,Array
1146. Snapshot Array,Array
1150. Check If a Number Is Majority Element in a Sorted Array,Array
1151. Minimum Swaps to Group All 1's Together,Array
1152. Analyze User Website Visit Pattern,Array
1157. Online Majority Element In Subarray,Array
1160. Find Words That Can Be Formed by Characters,Array
1162. As Far from Land as Possible,Array
1167. Minimum Cost to Connect Sticks,Array
1169. Invalid Transactions,Array
1170. Compare Strings by Frequency of the Smallest Character,Array
1176. Diet Plan Performance,Array
1177. Can Make Palindrome from Substring,Array
1178. Number of Valid Words for Each Puzzle,Array
1181. Before and After Puzzle,Array
1182. Shortest Distance to Target Color,Array
1184. Distance Between Bus Stops,Array
1186. Maximum Subarray Sum with One Deletion,Array
1187. Make Array Strictly Increasing,Array
1191. K-Concatenation Maximum Sum,Array
1196. How Many Apples Can You Put into the Basket,Array
1198. Find Smallest Common Element in All Rows,Array
1200. Minimum Absolute Difference,Array
1207. Unique Number of Occurrences,Array
1210. Minimum Moves to Reach Target with Rotations,Array
1213. Intersection of Three Sorted Arrays,Array
1217. Minimum Cost to Move Chips to The Same Position,Array
1218. Longest Arithmetic Subsequence of Given Difference,Array
1219. Path with Maximum Gold,Array
1222. Queens That Can Attack the King,Array
1223. Dice Roll Simulation,Array
1224. Maximum Equal Frequency,Array
1228. Missing Number In Arithmetic Progression,Array
1229. Meeting Scheduler,Array
1231. Divide Chocolate,Array
1232. Check If It Is a Straight Line,Array
1233. Remove Sub-Folders from the Filesystem,Array
1235. Maximum Profit in Job Scheduling,Array
1239. Maximum Length of a Concatenated String with Unique Characters,Array
1243. Array Transformation,Array
1246. Palindrome Removal,Array
1248. Count Number of Nice Subarrays,Array
1250. Check If It Is a Good Array,Array
1252. Cells with Odd Values in a Matrix,Array
1253. Reconstruct a 2-Row Binary Matrix,Array
1254. Number of Closed Islands,Array
1255. Maximum Score Words Formed by Letters,Array
1257. Smallest Common Region,Array
1258. Synonymous Sentences,Array
1260. Shift 2D Grid,Array
1262. Greatest Sum Divisible by Three,Array
1263. Minimum Moves to Move a Box to Their Target Location,Array
1266. Minimum Time Visiting All Points,Array
1267. Count Servers that Communicate,Array
1268. Search Suggestions System,Array
1272. Remove Interval,Array
1274. Number of Ships in a Rectangle,Array
1275. Find Winner on a Tic Tac Toe Game,Array
1277. Count Square Submatrices with All Ones,Array
1282. Group the People Given the Group Size They Belong To,Array
1283. Find the Smallest Divisor Given a Threshold,Array
1284. Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Array
1287. Element Appearing More Than 25% In Sorted Array,Array
1288. Remove Covered Intervals,Array
1289. Minimum Falling Path Sum II,Array
1292. Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Array
1293. Shortest Path in a Grid with Obstacles Elimination,Array
1295. Find Numbers with Even Number of Digits,Array
1296. Divide Array in Sets of K Consecutive Numbers,Array
1298. Maximum Candies You Can Get from Boxes,Array
1299. Replace Elements with Greatest Element on Right Side,Array
1300. Sum of Mutated Array Closest to Target,Array
1301. Number of Paths with Max Score,Array
1304. Find N Unique Integers Sum up to Zero,Array
1306. Jump Game III,Array
1307. Verbal Arithmetic Puzzle,Array
1310. XOR Queries of a Subarray,Array
1311. Get Watched Videos by Your Friends,Array
1313. Decompress Run-Length Encoded List,Array
1314. Matrix Block Sum,Array
1324. Print Words Vertically,Array
1326. Minimum Number of Taps to Open to Water a Garden,Array
1329. Sort the Matrix Diagonally,Array
1330. Reverse Subarray To Maximize Array Value,Array
1331. Rank Transform of an Array,Array
"1333. Filter Restaurants by Vegan-Friendly, Price and Distance",Array
1335. Minimum Difficulty of a Job Schedule,Array
1337. The K Weakest Rows in a Matrix,Array
1338. Reduce Array Size to The Half,Array
1340. Jump Game V,Array
1343. Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Array
1345. Jump Game IV,Array
1346. Check If N and Its Double Exist,Array
1349. Maximum Students Taking Exam,Array
1351. Count Negative Numbers in a Sorted Matrix,Array
1352. Product of the Last K Numbers,Array
1353. Maximum Number of Events That Can Be Attended,Array
1354. Construct Target Array With Multiple Sums,Array
1356. Sort Integers by The Number of 1 Bits,Array
1357. Apply Discount Every n Orders,Array
1363. Largest Multiple of Three,Array
1365. How Many Numbers Are Smaller Than the Current Number,Array
1366. Rank Teams by Votes,Array
1368. Minimum Cost to Make at Least One Valid Path in a Grid,Array
1375. Number of Times Binary String Is Prefix-Aligned,Array
1380. Lucky Numbers in a Matrix,Array
1381. Design a Stack With Increment Operation,Array
1383. Maximum Performance of a Team,Array
1385. Find the Distance Value Between Two Arrays,Array
1386. Cinema Seat Allocation,Array
1388. Pizza With 3n Slices,Array
1389. Create Target Array in the Given Order,Array
1390. Four Divisors,Array
1391. Check if There is a Valid Path in a Grid,Array
1394. Find Lucky Integer in an Array,Array
1395. Count Number of Teams,Array
1402. Reducing Dishes,Array
1403. Minimum Subsequence in Non-Increasing Order,Array
1406. Stone Game III,Array
1408. String Matching in an Array,Array
1409. Queries on a Permutation With Key,Array
1413. Minimum Value to Get Positive Step by Step Sum,Array
1418. Display Table of Food Orders in a Restaurant,Array
1423. Maximum Points You Can Obtain from Cards,Array
1424. Diagonal Traverse II,Array
1425. Constrained Subsequence Sum,Array
1426. Counting Elements,Array
1427. Perform String Shifts,Array
1428. Leftmost Column with at Least a One,Array
1429. First Unique Number,Array
1431. Kids With the Greatest Number of Candies,Array
1434. Number of Ways to Wear Different Hats to Each Other,Array
1437. Check If All 1's Are at Least Length K Places Away,Array
1438. Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Array
1439. Find the Kth Smallest Sum of a Matrix With Sorted Rows,Array
1441. Build an Array With Stack Operations,Array
1442. Count Triplets That Can Form Two Arrays of Equal XOR,Array
1444. Number of Ways of Cutting a Pizza,Array
1449. Form Largest Integer With Digits That Add up to Target,Array
1450. Number of Students Doing Homework at a Given Time,Array
1452. People Whose List of Favorite Companies Is Not a Subset of Another List,Array
1453. Maximum Number of Darts Inside of a Circular Dartboard,Array
1458. Max Dot Product of Two Subsequences,Array
1460. Make Two Arrays Equal by Reversing Subarrays,Array
1463. Cherry Pickup II,Array
1464. Maximum Product of Two Elements in an Array,Array
1465. Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Array
1467. Probability of a Two Boxes Having The Same Number of Distinct Balls,Array
1470. Shuffle the Array,Array
1471. The k Strongest Values in an Array,Array
1472. Design Browser History,Array
1473. Paint House III,Array
1475. Final Prices With a Special Discount in a Shop,Array
1476. Subrectangle Queries,Array
1477. Find Two Non-overlapping Sub-arrays Each With Target Sum,Array
1478. Allocate Mailboxes,Array
1480. Running Sum of 1d Array,Array
1481. Least Number of Unique Integers after K Removals,Array
1482. Minimum Number of Days to Make m Bouquets,Array
1487. Making File Names Unique,Array
1488. Avoid Flood in The City,Array
1491. Average Salary Excluding the Minimum and Maximum Salary,Array
1493. Longest Subarray of 1's After Deleting One Element,Array
1497. Check If Array Pairs Are Divisible by k,Array
1498. Number of Subsequences That Satisfy the Given Sum Condition,Array
1499. Max Value of Equation,Array
1502. Can Make Arithmetic Progression From Sequence,Array
1503. Last Moment Before All Ants Fall Out of a Plank,Array
1504. Count Submatrices With All Ones,Array
1508. Range Sum of Sorted Subarray Sums,Array
1509. Minimum Difference Between Largest and Smallest Value in Three Moves,Array
1512. Number of Good Pairs,Array
1514. Path with Maximum Probability,Array
1521. Find a Value of a Mysterious Function Closest to Target,Array
1524. Number of Sub-arrays With Odd Sum,Array
1526. Minimum Number of Increments on Subarrays to Form a Target Array,Array
1528. Shuffle String,Array
1533. Find the Index of the Large Integer,Array
1534. Count Good Triplets,Array
1535. Find the Winner of an Array Game,Array
1536. Minimum Swaps to Arrange a Binary Grid,Array
1537. Get the Maximum Score,Array
1538. Guess the Majority in a Hidden Array,Array
1539. Kth Missing Positive Number,Array
1546. Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Array
1547. Minimum Cost to Cut a Stick,Array
1550. Three Consecutive Odds,Array
1552. Magnetic Force Between Two Balls,Array
1558. Minimum Numbers of Function Calls to Make Target Array,Array
1559. Detect Cycles in 2D Grid,Array
1560. Most Visited Sector in a Circular Track,Array
1561. Maximum Number of Coins You Can Get,Array
1562. Find Latest Group of Size M,Array
1563. Stone Game V,Array
1564. Put Boxes Into the Warehouse I,Array
1566. Detect Pattern of Length M Repeated K or More Times,Array
1567. Maximum Length of Subarray With Positive Product,Array
1568. Minimum Number of Days to Disconnect Island,Array
1569. Number of Ways to Reorder Array to Get Same BST,Array
1570. Dot Product of Two Sparse Vectors,Array
1572. Matrix Diagonal Sum,Array
1574. Shortest Subarray to be Removed to Make Array Sorted,Array
1575. Count All Possible Routes,Array
1577. Number of Ways Where Square of Number Is Equal to Product of Two Numbers,Array
1578. Minimum Time to Make Rope Colorful,Array
1580. Put Boxes Into the Warehouse II,Array
1582. Special Positions in a Binary Matrix,Array
1583. Count Unhappy Friends,Array
1584. Min Cost to Connect All Points,Array
1588. Sum of All Odd Length Subarrays,Array
1589. Maximum Sum Obtained of Any Permutation,Array
1590. Make Sum Divisible by P,Array
1591. Strange Printer II,Array
